,drug_id,identifier
1286,708,IDS-NS-001
1287,708,"R 30,730"
1288,708,R 30730
1289,708,R 33800
1290,708,R-30730
1291,709,"BCH 189, (-)-"
1292,709,GR 109714X
1293,709,GR-109714X
1294,710,R484
1295,711,L 84
1296,711,RP 3799
1297,711,RP-3799
1298,712,BTS 18 322
1299,712,"BTS 18,322"
1300,712,FP 70
1301,712,FP 83
1302,712,U 27182
1303,712,"U-27,182"
1304,713,AB 1400
1305,713,BRL 1400
1306,713,P 12
1307,713,SQ 16423
1308,714,APL-130277
1309,714,VR-040
1310,714,VR-400
1311,714,VR040
1312,715,BRL 29060
1313,715,BRL-29060
1314,715,FG-7051
1315,716,FPL 59002
1316,717,NSC-9564
1317,717,SC-4640
1318,718,GS 0840
1319,718,GS-0840
1320,719,Sch 10649
1321,720,BM 06.011
1322,723,NRL-001
1323,723,NRL001
1324,724,R 837
1325,724,R-837
1326,724,S 26308
1327,724,S26308
1328,726,IF 6120
1329,726,IL 6001
1330,726,RP 7162
1331,726,RP-7162
1332,727,DR 66
1333,727,IMX-150
1334,728,ORG 9426
1335,730,MK 360
1336,730,MK-360
1337,730,NSC-525040
1338,730,NSC-90507
1339,731,A-4166
1340,731,AY-4166
1341,731,AY4166
1342,731,DJN 608
1343,731,DJN-608
1344,731,SDZ DJN 608
1345,731,SDZ-DJN-608
1346,732,BW 33A
1347,732,BW-33A
1348,732,Wellcome 33-A-74
1349,733,NSC 164614
1350,734,"R-64,766"
1351,734,R-64766
1352,734,RCN-3028
1353,734,RCN3028
1354,735,AW 105 843
1355,735,SN 105843
1356,736,A02BC05
1357,736,H 199/18
1358,737,U.C.B. 5062
1359,737,UCB 170
1360,737,UCB 5062
1361,738,MB 800
1362,738,RP 2512
1363,739,BL-P 804
1364,739,BL-P-804
1365,739,BRL 804
1366,739,BRL-804
1367,740,PK 26124
1368,740,RP 54274
1369,740,RPR 202
1370,741,NSC-10483
1371,742,E 421
1372,742,E-421
1373,742,INS NO.421
1374,742,INS-421
1375,743,B 19036
1376,743,B 19036/7
1377,744,A 64077
1378,745,CEP 1538
1379,745,CEP-1538
1380,745,CRC-40476
1381,745,CRL 40476
1382,745,CRL-40476
1383,745,DEP-1538
1384,746,Ba 29837
1385,746,Ba 33112
1386,746,NSC-527604
1387,749,AY 24236
1388,749,AY-24-236
1389,749,"AY-24,236"
1390,749,AY-24236
1391,749,NIH-9918
1392,750,ASTRA 1512
1393,750,ASTRA 1515
1394,750,ASTRA-1512
1395,750,ASTRA-1515
1396,750,L 67
1397,751,WAL 801 Cl
1398,752,SKF 385
1399,752,SKF Trans-385
1400,755,AGN 100335
1401,755,NSC-122758
1402,755,Ro 1-5488
1403,756,NSC-49115
1404,756,RCRA Waste Number U132
1405,757,MDL 73147 EF
1406,758,R 130964
1407,758,R-130964
1408,758,SR 25990
1409,758,SR-25990
1410,760,Antibiotic SM 7338
1411,760,ICI 194660
1412,760,SM 7338
1413,761,B1653
1414,761,E 508
1415,761,E-508
1416,761,INS NO.508
1417,761,INS-508
1418,761,NSC-77368
1419,763,NSC 38608
1420,763,USAF el-30
1421,764,LAS-41002
1422,764,LAS41002
1423,765,357 O
1424,765,L 588
1425,765,L 588357-0
1426,765,L-588357-0
1427,765,MK 781
1428,765,MK-781
1429,766,Antibiotic MM 14151
1430,766,BRL 14151
1431,766,MM 14151
1432,766,RX-10100
1433,768,AL-4943A
1434,768,ALO 4943 A
1435,768,KW 4679
1436,770,ONO-1608
1437,770,U 10136
1438,770,"U-10,136"
1439,770,U-10136
1440,772,"ENT 17,034"
1441,772,ENT-17034
1442,772,NSC-6524
1443,773,NSC-141540
1444,773,VP-16-213
1445,775,MK 383
1446,776,GP 47680
1447,776,GP-47680
1448,776,KIN-493
1449,776,SPN-804
1450,777,CB 1678
1451,777,Wy 1359
1452,778,RU 28965
1453,778,RU 965
1454,779,NSC-82174
1455,779,"WIN 18,320"
1456,779,Win 18320
1457,779,WIN-18320
1458,780,W 1544
1459,782,SC 3171
1460,783,E3A
1461,783,NSC 17590
1462,783,NSC-20293
1463,783,NSC-9895
1464,783,SQ 16150
1465,783,WC-3011
1466,783,WC3011
1467,784,CI 473
1468,784,CI-473
1469,784,CN 35355
1470,784,CN-35355
1471,784,INF 3355
1472,784,INF-3355
1473,784,J2.344B
1474,784,M01AG01
1475,786,BB 2516
1476,786,BB-2516
1477,786,GI 5712
1478,786,GI-5712
1479,786,KB-R 8898
1480,786,TA 2516
1481,786,TA-2516
1482,787,NSC-645011
1483,788,RS 3540
1484,788,RS 3650
1485,788,RS-3540
1486,789,SH L 451 A
1487,789,SH-L-451-A
1488,789,SHL-451A
1489,791,CB-4835
1490,791,NSC-34462
1491,791,SK-19849
1492,791,U 8344
1493,791,U-8344
1494,792,RP 2750
1495,793,M-1028 (MEIJI)
1496,793,NSC-100071
1497,794,NSC-41701
1498,794,Rö 101
1499,795,NSC-203730
1500,795,NSC-667219
1501,795,SSZ
1502,796,TCV 116
1503,796,TCV-116
1504,797,Ciba 3259
1505,799,AGN 190168
1506,799,AGN-190168
1507,800,SKF 82526
1508,800,SKF 82526-J
1509,801,Sch 12041
1510,801,SCH-12041
1511,802,IDS-NA-014
1512,805,AGR-1240
1513,805,CB-30038
1514,806,BL 191
1515,806,BL-191
1516,806,C04AD03
1517,806,PTX
1518,808,RHC 2555
1519,808,S 1520
1520,808,SE 1520
1521,808,USV 2555
1522,809,Ro 1-7683
1523,810,KL 373
1524,811,ICN 1229
1525,811,SCH 18908
1526,811,SCH-18908
1527,812,G-13871
1528,812,NSC-25134
1529,812,USAF Ge-15
1530,813,AD 923
1531,813,AD-923
1532,813,IDS-NF-001
1533,813,McN-JR 4263-49
1534,813,R 4263
1535,813,R 5240
1536,814,N-1539
1537,814,N1539
1538,814,UH-AC 62XX
1539,814,UH-AC-62 XX
1540,814,UH-AC62
1541,815,Caswell No. 779
1542,815,Rhodapon SB 8208S
1543,817,TO 133
1544,817,Win 35213
1545,818,ICI 35-868
1546,818,"ICI 35,868"
1547,818,ICI 35868
1548,818,ICI-35868
1549,818,"ICI35,868"
1550,819,L 579486
1551,819,NSC-145177
1552,819,RP 5172
1553,820,GF 196960
1554,820,IC-351
1555,820,IC351
1556,820,ICOS 351
1557,821,C 5720
1558,821,C 8012
1559,821,Ro 20-5720/000
1560,822,Dupon 4472
1561,822,Dupont Fungicide 4472
1562,822,ORA-102
1563,822,ORA102
1564,822,USAF B-33
1565,823,CB 8080
1566,823,SC 11800
1567,823,SC-11800
1568,824,D 4028
1569,824,D-4028
1570,825,"FEMA NO. 2665, (-)-"
1571,825,NPO-11
1572,825,NSC-62788
1573,826,A-5283
1574,826,Antibiotic A-5283
1575,826,"CL 12,625"
1576,826,CL 12625
1577,826,E 235
1578,826,E-235
1579,826,INS NO.235
1580,826,INS-235
1581,827,64716
1582,828,J01XX01
1583,829,NSC-169897
1584,829,NSC-77518
1585,829,RO 5-2807
1586,829,RO-5-2807
1587,829,WY-3467
1588,830,PAL-592
1589,830,USAF Ge-1
1590,831,NSC-17474
1591,831,RP-7623
1592,832,P-D 393
1593,833,Compound 99638
1594,833,S 6472
1595,834,RU 38486
1596,834,RU 486
1597,834,RU-38486
1598,834,RU-486
1599,834,RU486
1600,835,AHR 1843
1601,835,D 721
1602,836,PJ 185
1603,836,R 18553
1604,837,SL 76 002
1605,837,SL 76002
1606,837,SL-76002
1607,838,SH 863
1608,839,AI3-50826
1609,839,BRN 1323565
1610,839,CCRIS 591
1611,839,EINECS 214-588-3
1612,839,HSDB 3192
1613,839,NCI-C03327
1614,839,NSC-70762
1615,839,U 17835
1616,839,U-17835
1617,840,E 463
1618,840,E-463
1619,840,Ins no.463
1620,840,INS-463
1621,842,J3.308A
1622,842,NSC-169448
1623,842,WY-3498
1624,843,BNAG
1625,843,E 2020
1626,844,EN-2234 A
1627,845,B 663
1628,845,G 30320
1629,845,G-30320
1630,845,NSC 141046
1631,845,NSC-141046
1632,846,33379
1633,846,Lilly 33379
1634,847,L 1573
1635,847,L-1573
1636,848,R12564
1637,850,SC 7105
1638,850,Sch 3940
1639,851,HSDB 3219
1640,851,NCI C04717
1641,851,NCI-C04717
1642,851,NSC 45 388
1643,851,NSC 45388
1644,851,NSC-45388
1645,853,BRN 5547136
1646,853,CCRG 81045
1647,853,CCRG-81045
1648,853,M & B 39831
1649,853,M&B 39831
1650,853,M&B-39831
1651,853,MK-7365
1652,853,NSC 362856
1653,853,NSC-362856
1654,853,SCH 52365
1655,853,SCH-52365
1656,854,Dea No. 9220
1657,854,Dea No. 9733
1658,854,IDS-NL-007
1659,854,RO 1-5431
1660,855,EINECS 226-679-5
1661,855,NSC 18509
1662,857,SF 86-327
1663,857,SF-86-327
1664,857,TDT-067
1665,859,NSC-81549
1666,860,NSC-9120
1667,860,NSC-9900
1668,861,MK 647
1669,862,BAY 389456
1670,862,BAY-389456
1671,862,BAY38-9456
1672,862,DE 19750085 1997
1673,862,WO 99/24433 1999
1674,864,FK-506
1675,864,FK5
1676,864,K506
1677,866,H 56/28
1678,866,H 561/28
1679,867,DU-21220
1680,868,KM 65
1681,868,KM65
1682,869,L 671152
1683,869,MK 507
1684,870,R 25061
1685,870,TN 762
1686,871,KWD 2019
1687,872,YM 087
1688,872,YM-087
1689,873,CDDD 5604
1690,873,CDDD-5604
1691,873,HGP 1
1692,873,HGP-1
1693,873,KPI-121
1694,873,P 5604
1695,873,P-5604
1696,875,FX 703
1697,875,LC 44
1698,875,LC-44
1699,875,LU 5-110
1700,875,N 7009
1701,875,N-7009
1702,876,SK&F-108566
1703,876,SKF 108566
1704,877,AY-22989
1705,877,WY-090217
1706,879,524-W-91
1707,879,524W91
1708,879,BW-524W91
1709,881,C09AA06
1710,883,C01DA08
1711,884,NE-58095
1712,885,BMY 26517
1713,885,DE 068
1714,885,TBX
1715,886,BMS 186716
1716,886,BMS-186716
1717,886,BMS-186716-01
1718,887,CS 380
1719,887,RO 10-6338
1720,887,RO-10-6338
1721,888,NSC-128663
1722,889,APF-530
1723,889,APF530
1724,889,BRL 43694
1725,889,BRL-43694
1726,891,M & B 693
1727,891,N000159
1728,894,NSC-23759
1729,894,SQ 9538
1730,894,SQ-9538
1731,896,Org 6216
1732,897,DEA No. 2887
1733,897,N05CD05
1734,897,U 33030
1735,898,B3324
1736,898,Caswell No. 426
1737,898,Fema no. 2419
1738,898,NCI-C03134
1739,898,NSC-85228
1740,898,PM-6193-200
1741,898,USAF EK-1597
1742,899,GI 87084X
1743,899,IDS-NR-005
1744,900,BMY-40900
1745,903,MK-595
1746,903,NSC-85791
1747,905,AGN 192024
1748,905,AGN-192024
1749,907,IDS-NC-004
1750,907,RX-0041
1751,907,RX0041
1752,909,AD-810
1753,909,CI-912
1754,909,PD-110843
1755,910,COMPOUND 49510
1756,910,COMPOUND-49510
1757,911,"CP-12,574"
1758,911,CP-12574
1759,912,AG-EE 388 ZW
1760,912,AG-EE 623 ZW
1761,912,AG-EE-623ZW
1762,913,IDS-NA-012
1763,914,W 32
1764,916,Bayer 5360
1765,916,BAYER-5360
1766,916,NSC-50364
1767,916,NSC-69587
1768,916,RP 8823
1769,916,RP-8823
1770,917,"U-12,062"
1771,917,U-12062
1772,918,LAS 31416
1773,918,LAS-31416
1774,919,Antibiotic 2233wp
1775,919,CHX-3101
1776,922,OR-1259
1777,923,BL-S786
1778,924,MK-130
1779,924,TNX-102
1780,926,RO 10-9359
1781,926,RO-10-9359
1782,927,L 643341
1783,927,MK-208
1784,927,YM-11170
1785,928,NSC-102816
1786,928,"U-18,496"
1787,928,U-18496
1788,931,GS-2876
1789,933,NC-123
1790,933,TPS-23
1791,936,FEMA NO. 3985
1792,936,K-557
1793,936,NSC-180
1794,937,DEA No. 1610
1795,938,GR 33343 X
1796,938,GR-33343-X
1797,938,SN408D
1798,939,CI 583
1799,939,CI-583
1800,939,Cl 583
1801,939,INF 4668
1802,939,INF-4668
1803,940,MTB 51
1804,943,RO 24-2027/000
1805,943,RO-24-2027/000
1806,943,RO-24-2027000
1807,943,RO-242027000
1808,945,BAY1019036
1809,945,NSC-27223
1810,945,NSC-406186
1811,947,"ICI 182,780"
1812,947,ICI 182780
1813,947,ICI-182780
1814,947,ZD-9238
1815,947,ZD9238
1816,948,BAY-F-1353
1817,949,ADD-03055
1818,949,W-554
1819,950,MDL 16455
1820,951,NSC-9659
1821,953,L-705126
1822,953,MK 462 Free Base
1823,953,MK-462 FREE BASE
1824,954,LY 237216
1825,954,LY-237216
1826,956,NSC-19044
1827,957,ORF 10131
1828,957,RWJ 10131
1829,958,NSC-241240
1830,959,J3.872E
1831,959,NSC-19987
1832,960,BRN 1536506
1833,960,CCRIS 9215
1834,960,DL-LB-46
1835,960,HSDB 6539
1836,960,LB 46
1837,960,LB-46
1838,962,"CL 284,846"
1839,962,CL-284846
1840,962,DEA No. 2781
1841,962,L846
1842,962,LJC 10846
1843,962,LJC-10846
1844,962,SKP-1041
1845,962,ZAL-846
1846,963,ISV-303
1847,965,EOE 13
1848,966,BIBR 277
1849,966,BIBR 277 SE
1850,966,BIBR 277SE
1851,966,BIBR-277
1852,967,SCH 34117
1853,967,SCH-34117
1854,968,Bayer 1440L
1855,968,J9.247I
1856,969,GR 68755
1857,969,GR68755
1858,970,GNF-PF-2290
1859,970,NCI-C04682
1860,970,NSC-3053
1861,973,MK0653
1862,973,SCH 58235
1863,973,SCH-58235
1864,973,SCH58235
1865,975,NSC-515776
1866,975,USAF GE-12
1867,976,HMR 3647
1868,977,NSC-10973
1869,980,TAK-375
1870,980,TAK375
1871,981,MCV-4484
1872,981,NIH 10421
1873,982,RO 4-3780
1874,982,RO-4-3780
1875,984,NSC-23162
1876,986,DRM-04
1877,986,DRM04
1878,987,NSC-287459
1879,987,U 19920A
1880,987,"U-19,920"
1881,987,U-19920
1882,988,NSC-173182
1883,989,ENA-713D
1884,989,ONO-2540
1885,989,SDZ-212-713
1886,989,SDZ-212713
1887,990,FCE-24304
1888,990,FCE24304
1889,990,PNU-155971
1890,991,"WY-21,743"
1891,991,WY-21743
1892,993,BW 57-322
1893,993,BW-57-322
1894,993,NSC-39084
1895,994,Caswell No. 595
1896,994,USAF CB-19
1897,995,SK&F 39162
1898,995,SK&F-39162
1899,996,CI-945
1900,996,DM-1796
1901,996,GOE 3450
1902,996,GOE-3450
1903,998,SB 209509
1904,999,NSC-53477
1905,999,SU-5879
1906,1003,R03BC01
1907,1004,BW 759U
1908,1004,BW-759U
1909,1004,RS-21592
1910,1005,NSC-32065
1911,1005,SQ 1089
1912,1005,SQ-1089
1913,1006,CGS 20267
1914,1006,CGS-20267
1915,1008,NCI-C01592
1916,1008,NSC-750
1917,1009,IDEA-033
1918,1009,"R.P. 19,583"
1919,1009,R.P. 19583
1920,1009,RP-19583
1921,1009,RU-4733
1922,1012,AMG 073
1923,1012,AMG-073
1924,1012,AMG073
1925,1012,KRN-1493
1926,1012,KRN1493
1927,1013,CCI 4725
1928,1013,CCI-4725
1929,1013,GR 2/925
1930,1013,GR-2/925
1931,1015,NSC-147832
1932,1015,RO 4-2130
1933,1015,STX-608
1934,1016,HB 419
1935,1016,HB-419
1936,1016,"U-26,45"
1937,1016,"U-26,452"
1938,1016,U-26452
1939,1018,SPD 503
1940,1020,AHR-4698
1941,1020,BM 22.145
1942,1020,BM-22.145
1943,1020,BM-22145
1944,1022,NSC-270681
1945,1024,68618
1946,1024,NSC-129185
1947,1025,AA-673
1948,1025,CHX 3673
1949,1025,CHX-3673
1950,1026,KW-1414
1951,1026,"R 41,400"
1952,1026,R-41400
1953,1028,DA-759
1954,1028,NSC-110432
1955,1029,BMS 186295
1956,1029,BMS-186295
1957,1029,SR 47436
1958,1029,SR-47436
1959,1030,SK&F-104864
1960,1030,SKF-104864
1961,1031,USAF EL-42
1962,1032,HC 5006
1963,1032,NSC-18786
1964,1034,NSC-116069
1965,1035,NSC-27461
1966,1041,NSC-527179
1967,1041,NSC-66847
1968,1042,CB 3025
1969,1042,CB-3025
1970,1042,NCI-C04853
1971,1042,NSC-241286
1972,1042,NSC-8806
1973,1042,SK 15673
1974,1042,SK-15673
1975,1043,D-145
1976,1043,DRG-0267
1977,1045,BA-41166/E
1978,1045,L-5103 LEPETIT
1979,1045,NIH-10782
1980,1045,NSC-113926
1981,1045,NSC-113926-
1982,1046,RU-0211
1983,1047,NSC-101791
1984,1048,1592U89
1985,1051,Antibiotic PA-93
1986,1054,BAY E 5009
1987,1054,BAY-E-5009
1988,1055,NSC-69188
1989,1056,W-36095
1990,1057,MI 217
1991,1059,MK-366
1992,1060,NSC-277174
1993,1065,BCI-049
1994,1065,J5.258B
1995,1065,NSC-113928
1996,1065,NSC-56423
1997,1067,"CP 28,720"
1998,1067,CP 28720
1999,1067,"CP-28,720"
2000,1067,CP-28720
2001,1067,K 4024
2002,1067,K-4024
2003,1068,RO 5-4023
2004,1068,RO-5-4023
2005,1069,Lilly 1516
2006,1072,BMS-232632
2007,1072,CGP-73547
2008,1073,NSC-118218
2009,1073,NSC-118218H
2010,1077,M05BA01
2011,1077,NSC-227995
2012,1079,HTF 919
2013,1079,HTF-919
2014,1079,SDZ HTF 919
2015,1079,SDZ-HTF-919
2016,1080,CPP-109
2017,1080,"MDL 71,754"
2018,1080,MDL-71754
2019,1080,RMI-71754
2020,1081,DEA No. 9170
2021,1081,IDS-ND-016
2022,1081,R-1132
2023,1082,NSC-14083
2024,1083,RO 18-0647/002
2025,1083,RO-18-0647/002
2026,1083,RO-180647-002
2027,1083,RO-180647002
2028,1086,AR-01
2029,1086,AR01
2030,1086,NSC-41531
2031,1086,NSC-4688
2032,1087,SN-13272
2033,1087,WR-2975
2034,1089,A-11025
2035,1093,NSC-763
2036,1093,SQ 9453
2037,1093,SQ-9453
2038,1094,FEMA NO. 4313
2039,1094,NSC-57654
2040,1096,UK-4261
2041,1096,UK-4271
2042,1097,SU-101
2043,1097,SU101
2044,1098,ZD-4522
2045,1098,ZD4522
2046,1099,NSC-103805
2047,1099,RO 2-9915
2048,1099,RO-2-9915
2049,1100,MCN-JR-6238
2050,1100,R 623
2051,1100,R-623
2052,1100,R-6238
2053,1101,R340
2054,1101,RO 09-1978/000
2055,1101,RO-09-1978/000
2056,1104,CP 51974
2057,1105,HSDB 7209
2058,1107,Dea No. 2575
2059,1107,Ro 1-6463
2060,1108,"WIN 24,540"
2061,1108,WIN-24540
2062,1109,CY 216
2063,1109,CY 222
2064,1109,CY216
2065,1109,KB 101
2066,1109,OP 386
2067,1109,OP 622
2068,1110,MJR 1762
2069,1110,R 18134
2070,1115,BAY A 1040
2071,1117,566C
2072,1117,566C80
2073,1117,BW 566C
2074,1117,BW 566C-80
2075,1117,DRG-0084
2076,1119,NSC-64198
2077,1119,NSC-76130
2078,1119,SCH 6783
2079,1119,SCH-6783
2080,1119,SRG 95213
2081,1119,SRG-95213
2082,1120,J3.151H
2083,1120,S-1702
2084,1120,S-852
2085,1120,SE 1702
2086,1120,SE-1702
2087,1124,NSC-23813
2088,1124,NSC-87833
2089,1126,GG-745
2090,1126,GI 198745
2091,1126,GI-198745
2092,1128,"ICI 176,334"
2093,1128,ICI-176334
2094,1128,"ICI176,334-1"
2095,1129,LY-307640
2096,1129,LY307640
2097,1130,LAS-189961
2098,1130,LAS189961
2099,1130,S 77 0777
2100,1132,AD-4833
2101,1132,U 72107A
2102,1132,U-72107A
2103,1132,U72107A
2104,1133,SR 41319
2105,1133,SR-41319
2106,1136,SKF 105517
2107,1137,MP-376
2108,1138,NSC-75925
2109,1138,USAF GE-13
2110,1141,FK-463
2111,1142,MF 10
2112,1143,WR-2721
2113,1143,YM-08310
2114,1150,BBS-1067
2115,1150,BMY-28167
2116,1153,FI-7045
2117,1156,34841-39-9
2118,1160,U-14-583E
2119,1160,"U-14,583E"
2120,1162,Abbott 45975
2121,1163,FL 1060
2122,1163,FL-1060
2123,1163,RO 10-9070
2124,1163,RO-10-9070
2125,1164,E-509
2126,1164,INS NO.509
2127,1164,INS-509
2128,1165,DL-8280
2129,1165,HOE 280
2130,1165,HOE-280
2131,1166,OPC 13013
2132,1166,OPC 21
2133,1166,OPC-13013
2134,1166,OPC-21
2135,1167,"R 51,211"
2136,1167,R-51211
2137,1167,R51211
2138,1168,RO-4-6467
2139,1171,GNF-PF-695
2140,1171,RO 11-1163/000
2141,1171,RO-11-1163/000
2142,1171,RO-111163000
2143,1172,8063-07-8
2144,1174,NSC-128143
2145,1174,NSC-9848
2146,1181,Z4942
2147,1183,EN 1530 Base
2148,1184,"R 33,812"
2149,1184,R-33812
2150,1185,NSC-12165
2151,1188,HOE 296B
2152,1188,HOE-296B
2153,1190,"U-21,251"
2154,1190,U-21251
2155,1191,J13.711A
2156,1191,S 5614
2157,1192,IDS-NO-003
2158,1192,NIH 10323
2159,1192,NSC-19045
2160,1194,AL-4862
2161,1195,CCRIS 313
2162,1196,RO 22-2296/000
2163,1197,C09AA01
2164,1197,SA-333
2165,1197,"SQ 14,225"
2166,1197,SQ-14225
2167,1198,RP 27267
2168,1198,RP-27267
2169,1200,CB-154
2170,1200,SANDOZ 15-754
2171,1201,ANTIBIOTIC DL-473IT
2172,1201,DL-473
2173,1201,KTC-1
2174,1201,MDL-473
2175,1201,R-77-3
2176,1201,R-773
2177,1202,UCB 22059
2178,1202,UCB L059
2179,1202,UCB-22059
2180,1202,UCB-L059
2181,1205,Ro 15-1788
2182,1205,RO 15-1788/000
2183,1205,RO-15-1788
2184,1205,RO-151788
2185,1205,RO-1722
2186,1205,RO-41-8157
2187,1205,RO15-1788
2188,1206,NSC-79037
2189,1207,R 68070
2190,1207,R-68070
2191,1208,AT-4140
2192,1208,CI-978
2193,1209,"WY-16,225"
2194,1209,WY-16225
2195,1211,A-56268
2196,1211,ABBOTT-56268
2197,1211,TE-031
2198,1212,DRG-0071
2199,1212,Ro 139904
2200,1214,BM-01.004
2201,1214,BM01.004
2202,1214,VUAB-6453
2203,1214,VUAB6453
2204,1215,ABBOTT-47631
2205,1216,MK-906
2206,1217,ICI D1033
2207,1217,ICI-D1033
2208,1217,ZD-1033
2209,1217,ZD1033
2210,1218,DL-WR-171669
2211,1221,100477-72-3
2212,1221,NSC-70151
2213,1222,MAP-0010
2214,1222,MAP0010
2215,1222,S-1320
2216,1226,BW B109OU
2217,1226,BW-B109OU
2218,1229,ABI-007
2219,1229,BMS 181339-01
2220,1229,BMS-181339-01
2221,1229,DHP 107
2222,1229,MBT 0206
2223,1229,MBT-0206
2224,1229,NK 105
2225,1229,NSC-125973
2226,1229,QW-8184
2227,1229,S-8184
2228,1231,SK&F 478
2229,1231,SK&F-478
2230,1232,Ro 31 8959
2231,1232,Ro 31-8959
2232,1232,RO 31-8959/000
2233,1232,Ro 318959
2234,1232,RO-31-8959/000
2235,1232,Sch 52852
2236,1232,SCH-52852
2237,1233,DEL 1267
2238,1234,ISV-305
2239,1234,NSC-34521
2240,1234,OTO-104
2241,1235,V-1512
2242,1236,MR-6S4
2243,1236,MR6S4
2244,1238,OPC 31
2245,1238,OPC-14597
2246,1238,OPC-31
2247,1240,ACT-385781A
2248,1240,"U-53,217"
2249,1240,U-53217
2250,1241,CI-719
2251,1242,NSC-169865
2252,1243,SQ 16401
2253,1244,CERM 1978
2254,1244,Org 5730
2255,1245,Lopac-D-1260
2256,1246,Bayer 1219
2257,1246,BAYER-1219
2258,1246,RP 6549
2259,1246,RP-6549
2260,1247,RO 5-0831
2261,1247,RO-5-0831
2262,1248,CKD-810
2263,1248,RP-6976
2264,1251,ARDF 26
2265,1251,ARDF-26
2266,1254,BMS-354825
2267,1256,SB 275833
2268,1256,SB-275833
2269,1256,SB275833
2270,1257,5G1.1
2271,1257,H5G1-1
2272,1257,H5G1.1
2273,1257,H5G11
2274,1259,GSK-572016
2275,1259,GW 572016
2276,1259,GW-572016X
2277,1259,GW572016
2278,1260,D-2083
2279,1260,D2083
2280,1261,LEZ-763
2281,1261,LEZ763
2282,1262,NSC-127716
2283,1263,Sch 56592
2284,1263,SCH-56592
2285,1263,SCH56592
2286,1263,Schering 56592
2287,1264,AIDS073035
2288,1264,TMC 114
2289,1264,TMC 41629
2290,1264,TMC-114
2291,1264,TMC-41629
2292,1264,TMC114
2293,1264,TMC41629
2294,1264,UIC 94017
2295,1264,UIC-94017
2296,1265,LDT-600
2297,1265,LDT600
2298,1265,NV-02B
2299,1267,R-76477
2300,1267,RO-76477
2301,1267,RO76477
2302,1268,SU-011248
2303,1268,SU-11248
2304,1268,SU011248
2305,1268,SU11248
2306,1269,E7.6.3
2307,1270,RG-3645
2308,1273,CP 526555
2309,1273,"CP-526,555"
2310,1273,CP-526555
2311,1276,AC 2993
2312,1276,AC-002993
2313,1276,AC-2993
2314,1276,AC-2993A
2315,1276,AC-2993LAR
2316,1276,AC002993
2317,1276,AC2993
2318,1276,AC2993A
2319,1276,DA-3091
2320,1276,ITCA-650
2321,1276,LY-2148568
2322,1276,LY2148568
2323,1277,CEP 151
2324,1277,CEP-151
2325,1277,CG-GF2
2326,1277,CG-IGF-1
2327,1277,PV-802
2328,1277,PV802
2329,1278,AC-0137
2330,1278,AC-137
2331,1278,AC0137
2332,1278,AC137
2333,1280,506U
2334,1280,506U78
2335,1280,GW-506U78
2336,1281,BMS-188667
2337,1281,CTLA4-IGG4M
2338,1281,RG-1046
2339,1281,RG-2077
2340,1281,RG1046
2341,1281,RG2077
2342,1282,LV-101
2343,1283,COX 189
2344,1283,COX-189
2345,1283,COX189
2346,1288,TH-1165
2347,1289,BAY B 4231
2348,1289,BAY-B-4231
2349,1289,FBB 4231
2350,1289,FBB-4231
2351,1289,RP 22410
2352,1289,RP-22410
2353,1291,ARA-211
2354,1297,"AY-21,011"
2355,1297,AY-21011
2356,1297,"I.C.I. 50,172"
2357,1297,"I.C.I.-50,172"
2358,1297,ICI-50172
2359,1297,Tocris-0831
2360,1298,CI 636
2361,1298,CI-636
2362,1298,NSC-356717
2363,1299,J21.373J
2364,1299,RO 4-4393
2365,1299,RO-4-4393
2366,1299,RO-44393
2367,1299,WR-4073
2368,1301,"SQ 15,659"
2369,1301,SQ-15659
2370,1306,INA-X14
2371,1306,NN-1218
2372,1306,NN1218
