drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
4141,0,0.7406,0,0.5311,0,0.5967,Substrate,0.6838,Non-inhibitor,0.773,Non-inhibitor,0.8709,Non-inhibitor,0.833,Non-substrate,0.8441,Non-substrate,0.8238,Non-substrate,0.5586,Non-inhibitor,0.8661,Non-inhibitor,0.8839,Non-inhibitor,0.92,Non-inhibitor,0.7443,Non-inhibitor,0.8685,Low CYP Inhibitory Promiscuity,0.9235,Weak inhibitor,0.8624,Non-inhibitor,0.6009,Non AMES toxic,0.8908,Non-carcinogens,0.949,Ready biodegradable,0.7562,1.4828
4142,0,0.5583,1,0.6195,1,1.0,Non-substrate,0.6711,Non-inhibitor,0.5946,Non-inhibitor,0.7915,Non-inhibitor,0.8687,Non-substrate,0.5955,Non-substrate,0.8065,Substrate,0.5271,Inhibitor,0.5939,Inhibitor,0.6173,Non-inhibitor,0.8769,Inhibitor,0.5698,Non-inhibitor,0.6204,High CYP Inhibitory Promiscuity,0.8513,Weak inhibitor,0.9155,Non-inhibitor,0.6694,Non AMES toxic,0.6012,Non-carcinogens,0.5654,Not ready biodegradable,0.9968,2.8055
4143,0,0.6378,1,0.9404,1,0.7361,Non-substrate,0.6801,Non-inhibitor,0.9184,Non-inhibitor,0.9912,Non-inhibitor,0.9132,Non-substrate,0.8349,Non-substrate,0.7888,Non-substrate,0.629,Non-inhibitor,0.7448,Non-inhibitor,0.8427,Non-inhibitor,0.8961,Non-inhibitor,0.8114,Non-inhibitor,0.9575,Low CYP Inhibitory Promiscuity,0.8602,Weak inhibitor,0.9349,Non-inhibitor,0.8204,Non AMES toxic,0.6799,Non-carcinogens,0.8898,Not ready biodegradable,0.7256,2.3004
4144,1,0.5,1,0.8932,1,1.0,Substrate,0.8023,Non-inhibitor,0.5752,Non-inhibitor,0.6935,Inhibitor,0.5988,Non-substrate,0.7007,Non-substrate,0.7551,Substrate,0.7001,Non-inhibitor,0.5974,Non-inhibitor,0.5648,Non-inhibitor,0.8083,Non-inhibitor,0.5888,Non-inhibitor,0.628,Low CYP Inhibitory Promiscuity,0.6362,Weak inhibitor,0.6235,Inhibitor,0.6975,Non AMES toxic,0.6094,Non-carcinogens,0.6938,Not ready biodegradable,1.0,2.6938
4145,1,0.8629,1,0.9822,1,0.9732,Non-substrate,0.8593,Non-inhibitor,0.9893,Non-inhibitor,0.9903,Non-inhibitor,0.7858,Non-substrate,0.823,Non-substrate,0.8634,Non-substrate,0.8434,Non-inhibitor,0.5693,Non-inhibitor,0.6797,Non-inhibitor,0.812,Non-inhibitor,0.7052,Non-inhibitor,0.7507,Low CYP Inhibitory Promiscuity,0.8931,Weak inhibitor,0.8538,Non-inhibitor,0.9493,Non AMES toxic,0.9088,Non-carcinogens,0.8192,Ready biodegradable,0.9152,1.5628
4146,0,0.6337,0,0.5437,1,0.7897,Substrate,0.7154,Non-inhibitor,0.7212,Non-inhibitor,0.6789,Non-inhibitor,0.8374,Non-substrate,0.823,Non-substrate,0.8146,Substrate,0.5815,Non-inhibitor,0.546,Non-inhibitor,0.6201,Non-inhibitor,0.8273,Non-inhibitor,0.5588,Non-inhibitor,0.5827,High CYP Inhibitory Promiscuity,0.8003,Weak inhibitor,0.983,Non-inhibitor,0.8171,Non AMES toxic,0.6086,Non-carcinogens,0.7847,Not ready biodegradable,1.0,2.6197
4147,1,0.5619,1,0.9767,0,0.6364,Non-substrate,0.5383,Non-inhibitor,0.9193,Non-inhibitor,0.9455,Non-inhibitor,0.7347,Non-substrate,0.8883,Non-substrate,0.7262,Substrate,0.5343,Non-inhibitor,0.7352,Non-inhibitor,0.8891,Non-inhibitor,0.8988,Non-inhibitor,0.786,Non-inhibitor,0.8166,Low CYP Inhibitory Promiscuity,0.9797,Weak inhibitor,0.6572,Non-inhibitor,0.518,Non AMES toxic,0.7186,Carcinogens ,0.8192,Ready biodegradable,0.7562,2.6758
4149,1,0.5695,1,0.9822,1,1.0,Substrate,0.5193,Non-inhibitor,0.8626,Non-inhibitor,0.9717,Non-inhibitor,0.7173,Non-substrate,0.7863,Non-substrate,0.6385,Substrate,0.645,Inhibitor,0.9107,Non-inhibitor,0.9071,Non-inhibitor,0.923,Non-inhibitor,0.9026,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.651,Weak inhibitor,0.9813,Non-inhibitor,0.6511,Non AMES toxic,0.7253,Non-carcinogens,0.9475,Ready biodegradable,0.6993,2.1938
4150,0,0.7573,0,0.6193,0,0.8267,Substrate,0.5655,Non-inhibitor,0.9724,Non-inhibitor,0.9856,Non-inhibitor,0.9626,Non-substrate,0.8256,Non-substrate,0.8518,Non-substrate,0.5914,Non-inhibitor,0.8234,Non-inhibitor,0.8845,Non-inhibitor,0.9137,Non-inhibitor,0.8938,Non-inhibitor,0.9273,Low CYP Inhibitory Promiscuity,0.9199,Weak inhibitor,0.9882,Non-inhibitor,0.9543,Non AMES toxic,0.8796,Non-carcinogens,0.8843,Not ready biodegradable,0.9908,2.5639
4151,0,0.59,1,0.6827,1,0.8852,Non-substrate,0.5407,Non-inhibitor,0.9866,Non-inhibitor,0.9776,Non-inhibitor,0.8734,Non-substrate,0.8342,Non-substrate,0.8214,Non-substrate,0.7575,Non-inhibitor,0.951,Non-inhibitor,0.943,Non-inhibitor,0.9362,Non-inhibitor,0.9482,Non-inhibitor,0.7751,Low CYP Inhibitory Promiscuity,0.98,Weak inhibitor,0.9849,Non-inhibitor,0.9121,Non AMES toxic,0.5403,Non-carcinogens,0.9199,Not ready biodegradable,0.6342,2.0891
4152,0,0.695,1,0.7234,1,0.7526,Substrate,0.5513,Non-inhibitor,0.969,Non-inhibitor,0.9958,Non-inhibitor,0.9331,Non-substrate,0.9204,Non-substrate,0.8064,Non-substrate,0.5117,Non-inhibitor,0.6718,Non-inhibitor,0.7744,Non-inhibitor,0.8548,Non-inhibitor,0.6935,Non-inhibitor,0.7866,Low CYP Inhibitory Promiscuity,0.9204,Weak inhibitor,0.9685,Non-inhibitor,0.829,Non AMES toxic,0.5491,Non-carcinogens,0.9278,Not ready biodegradable,0.8085,2.553
4153,0,0.7886,1,0.7027,0,0.6042,Non-substrate,0.5273,Non-inhibitor,0.8919,Non-inhibitor,0.9927,Non-inhibitor,0.935,Non-substrate,0.9126,Non-substrate,0.8176,Non-substrate,0.75,Non-inhibitor,0.9278,Non-inhibitor,0.9088,Non-inhibitor,0.9362,Non-inhibitor,0.8956,Non-inhibitor,0.8613,Low CYP Inhibitory Promiscuity,0.9939,Weak inhibitor,0.9833,Non-inhibitor,0.9446,AMES toxic,0.5732,Non-carcinogens,0.9104,Ready biodegradable,0.7095,1.9135
4154,1,0.699,1,0.9675,1,1.0,Non-substrate,0.7448,Non-inhibitor,0.6377,Non-inhibitor,0.5172,Non-inhibitor,0.8153,Non-substrate,0.8048,Non-substrate,0.8423,Substrate,0.6318,Inhibitor,0.6099,Non-inhibitor,0.8677,Non-inhibitor,0.9084,Non-inhibitor,0.8501,Non-inhibitor,0.7964,High CYP Inhibitory Promiscuity,0.7261,Weak inhibitor,0.9824,Non-inhibitor,0.836,Non AMES toxic,0.5327,Non-carcinogens,0.7805,Not ready biodegradable,1.0,2.4826
4155,0,0.7709,1,0.8695,0,0.8596,Non-substrate,0.5353,Non-inhibitor,0.7279,Non-inhibitor,0.9229,Non-inhibitor,0.8319,Non-substrate,0.8761,Non-substrate,0.8597,Non-substrate,0.6584,Non-inhibitor,0.8864,Non-inhibitor,0.8669,Non-inhibitor,0.9063,Non-inhibitor,0.7998,Non-inhibitor,0.8811,Low CYP Inhibitory Promiscuity,0.7956,Weak inhibitor,0.96,Non-inhibitor,0.7809,Non AMES toxic,0.7451,Non-carcinogens,0.9385,Not ready biodegradable,0.9849,1.9119
4156,0,0.6451,1,0.6817,1,0.6953,Non-substrate,0.7859,Non-inhibitor,0.9062,Non-inhibitor,0.9882,Non-inhibitor,0.9694,Non-substrate,0.8586,Non-substrate,0.8178,Non-substrate,0.6918,Non-inhibitor,0.8198,Non-inhibitor,0.8538,Non-inhibitor,0.8886,Non-inhibitor,0.8248,Non-inhibitor,0.8576,Low CYP Inhibitory Promiscuity,0.9811,Weak inhibitor,0.9903,Non-inhibitor,0.8858,Non AMES toxic,0.7331,Non-carcinogens,0.7754,Not ready biodegradable,0.778,2.421
4157,1,0.535,1,0.9676,1,0.9839,Non-substrate,0.8281,Non-inhibitor,0.9656,Non-inhibitor,0.9909,Non-inhibitor,0.9672,Non-substrate,0.8886,Non-substrate,0.8492,Non-substrate,0.7326,Non-inhibitor,0.5807,Non-inhibitor,0.7717,Non-inhibitor,0.9206,Non-inhibitor,0.849,Non-inhibitor,0.8675,Low CYP Inhibitory Promiscuity,0.839,Weak inhibitor,0.9623,Non-inhibitor,0.9712,AMES toxic,0.8102,Non-carcinogens,0.6127,Not ready biodegradable,0.9708,2.1425
4158,0,0.6969,1,0.75,0,0.7933,Substrate,0.6451,Non-inhibitor,0.8807,Non-inhibitor,0.9571,Non-inhibitor,0.8204,Non-substrate,0.7782,Non-substrate,0.821,Substrate,0.5306,Non-inhibitor,0.7409,Non-inhibitor,0.8759,Non-inhibitor,0.8676,Non-inhibitor,0.8821,Non-inhibitor,0.7315,Low CYP Inhibitory Promiscuity,0.9321,Weak inhibitor,0.9711,Inhibitor,0.5,Non AMES toxic,0.7793,Non-carcinogens,0.826,Not ready biodegradable,0.9932,2.71
4159,0,0.6814,1,0.7961,1,0.9828,Non-substrate,0.7292,Non-inhibitor,0.991,Non-inhibitor,0.9765,Non-inhibitor,0.9286,Non-substrate,0.8599,Non-substrate,0.8151,Non-substrate,0.8168,Non-inhibitor,0.6108,Non-inhibitor,0.8538,Non-inhibitor,0.9462,Non-inhibitor,0.8119,Non-inhibitor,0.8708,Low CYP Inhibitory Promiscuity,0.9393,Weak inhibitor,0.9881,Non-inhibitor,0.9314,Non AMES toxic,0.9142,Non-carcinogens,0.8962,Not ready biodegradable,0.7461,2.1125
4160,0,0.6915,1,0.9868,0,0.7458,Non-substrate,0.8723,Non-inhibitor,0.9435,Non-inhibitor,0.9596,Non-inhibitor,0.9497,Non-substrate,0.8692,Non-substrate,0.8528,Non-substrate,0.7126,Non-inhibitor,0.8947,Non-inhibitor,0.8759,Non-inhibitor,0.9335,Non-inhibitor,0.8574,Non-inhibitor,0.9413,Low CYP Inhibitory Promiscuity,0.9653,Weak inhibitor,0.8422,Non-inhibitor,0.973,Non AMES toxic,0.828,Carcinogens ,0.6317,Ready biodegradable,0.835,2.9431
4161,1,0.6797,1,0.9951,1,0.9957,Non-substrate,0.8163,Non-inhibitor,0.9325,Non-inhibitor,0.9959,Non-inhibitor,0.9335,Non-substrate,0.8422,Non-substrate,0.7583,Non-substrate,0.7081,Non-inhibitor,0.5876,Non-inhibitor,0.9184,Non-inhibitor,0.9559,Non-inhibitor,0.9236,Non-inhibitor,0.9427,Low CYP Inhibitory Promiscuity,0.9297,Weak inhibitor,0.9893,Non-inhibitor,0.9695,Non AMES toxic,0.9704,Carcinogens ,0.5163,Ready biodegradable,0.7134,1.9709
4162,0,0.6454,0,0.5311,1,0.5052,Substrate,0.5313,Non-inhibitor,0.8939,Non-inhibitor,0.9852,Non-inhibitor,0.9491,Non-substrate,0.7759,Non-substrate,0.8311,Non-substrate,0.6125,Non-inhibitor,0.7852,Non-inhibitor,0.8465,Non-inhibitor,0.9002,Non-inhibitor,0.7766,Non-inhibitor,0.9446,Low CYP Inhibitory Promiscuity,0.9717,Weak inhibitor,0.8136,Non-inhibitor,0.7802,AMES toxic,0.6834,Non-carcinogens,0.8092,Not ready biodegradable,0.8302,2.4829
4163,1,0.5713,1,0.9373,1,0.9909,Non-substrate,0.7495,Non-inhibitor,0.9194,Non-inhibitor,0.8461,Non-inhibitor,0.8085,Non-substrate,0.8557,Non-substrate,0.8298,Non-substrate,0.7921,Inhibitor,0.8935,Non-inhibitor,0.6258,Non-inhibitor,0.9209,Inhibitor,0.5455,Non-inhibitor,0.7956,Low CYP Inhibitory Promiscuity,0.5277,Weak inhibitor,0.9813,Non-inhibitor,0.7883,Non AMES toxic,0.667,Non-carcinogens,0.9274,Not ready biodegradable,1.0,2.1631
4164,0,0.7011,0,0.9712,1,0.5704,Substrate,0.653,Non-inhibitor,0.5449,Non-inhibitor,0.885,Non-inhibitor,0.8677,Non-substrate,0.7089,Non-substrate,0.825,Non-substrate,0.5877,Non-inhibitor,0.8899,Non-inhibitor,0.9019,Non-inhibitor,0.8759,Non-inhibitor,0.8758,Non-inhibitor,0.9745,Low CYP Inhibitory Promiscuity,0.8595,Weak inhibitor,0.8488,Non-inhibitor,0.8644,Non AMES toxic,0.7262,Non-carcinogens,0.9665,Not ready biodegradable,0.6085,1.7174
4165,1,0.6389,1,0.9973,1,0.9919,Non-substrate,0.7936,Non-inhibitor,0.8738,Non-inhibitor,0.8514,Non-inhibitor,0.9161,Non-substrate,0.8751,Non-substrate,0.7926,Non-substrate,0.6685,Non-inhibitor,0.6334,Non-inhibitor,0.8514,Non-inhibitor,0.937,Non-inhibitor,0.9533,Non-inhibitor,0.9791,Low CYP Inhibitory Promiscuity,0.8348,Weak inhibitor,0.9809,Non-inhibitor,0.883,Non AMES toxic,0.9255,Non-carcinogens,0.6445,Ready biodegradable,0.6126,2.2387
4167,0,0.9194,1,0.9383,0,0.782,Non-substrate,0.643,Non-inhibitor,0.9643,Non-inhibitor,0.9852,Non-inhibitor,0.9639,Non-substrate,0.8061,Non-substrate,0.8564,Non-substrate,0.6685,Non-inhibitor,0.9212,Non-inhibitor,0.9651,Non-inhibitor,0.9651,Non-inhibitor,0.9716,Non-inhibitor,0.9177,Low CYP Inhibitory Promiscuity,0.9931,Weak inhibitor,0.9951,Non-inhibitor,0.9795,Non AMES toxic,0.8707,Non-carcinogens,0.9271,Ready biodegradable,0.8422,1.4053
4168,0,0.5275,1,0.8514,1,0.9708,Non-substrate,0.8111,Non-inhibitor,0.8917,Non-inhibitor,0.9392,Non-inhibitor,0.8764,Non-substrate,0.8398,Non-substrate,0.8854,Non-substrate,0.6608,Inhibitor,0.8202,Non-inhibitor,0.6352,Non-inhibitor,0.8915,Non-inhibitor,0.7358,Non-inhibitor,0.7597,Low CYP Inhibitory Promiscuity,0.6968,Weak inhibitor,0.9794,Non-inhibitor,0.7509,Non AMES toxic,0.7969,Non-carcinogens,0.8974,Not ready biodegradable,1.0,1.9512
4169,0,0.5129,1,0.9785,1,0.9807,Non-substrate,0.807,Non-inhibitor,0.8559,Non-inhibitor,0.9435,Non-inhibitor,0.9135,Non-substrate,0.8688,Non-substrate,0.8467,Non-substrate,0.5944,Inhibitor,0.5344,Non-inhibitor,0.8358,Non-inhibitor,0.8901,Non-inhibitor,0.785,Non-inhibitor,0.831,Low CYP Inhibitory Promiscuity,0.6077,Weak inhibitor,0.9699,Non-inhibitor,0.7898,Non AMES toxic,0.8135,Non-carcinogens,0.8572,Not ready biodegradable,1.0,2.326
4171,0,0.7725,1,0.756,1,0.9843,Non-substrate,0.6129,Non-inhibitor,0.973,Non-inhibitor,0.9861,Non-inhibitor,0.9688,Non-substrate,0.8714,Non-substrate,0.8015,Non-substrate,0.7406,Non-inhibitor,0.8615,Non-inhibitor,0.9224,Non-inhibitor,0.9044,Non-inhibitor,0.9296,Non-inhibitor,0.9153,Low CYP Inhibitory Promiscuity,0.9794,Weak inhibitor,0.996,Non-inhibitor,0.9668,Non AMES toxic,0.9089,Non-carcinogens,0.626,Not ready biodegradable,0.7077,1.7854
4172,0,0.7929,0,0.7267,1,0.8648,Substrate,0.7929,Inhibitor,0.5393,Non-inhibitor,0.6399,Non-inhibitor,0.7556,Non-substrate,0.5351,Non-substrate,0.7979,Non-substrate,0.5232,Non-inhibitor,0.931,Non-inhibitor,0.7572,Non-inhibitor,0.8934,Non-inhibitor,0.7513,Non-inhibitor,0.6888,Low CYP Inhibitory Promiscuity,0.9228,Weak inhibitor,0.9432,Non-inhibitor,0.5231,Non AMES toxic,0.6416,Non-carcinogens,0.6692,Not ready biodegradable,0.9689,2.425
4173,0,0.8511,1,0.7551,0,0.6923,Non-substrate,0.6415,Non-inhibitor,0.9343,Non-inhibitor,0.9704,Non-inhibitor,0.8814,Non-substrate,0.8519,Non-substrate,0.8504,Non-substrate,0.6607,Non-inhibitor,0.9365,Non-inhibitor,0.9507,Non-inhibitor,0.9575,Non-inhibitor,0.9252,Non-inhibitor,0.9846,Low CYP Inhibitory Promiscuity,0.9767,Weak inhibitor,0.9772,Non-inhibitor,0.9115,Non AMES toxic,0.9391,Non-carcinogens,0.9398,Ready biodegradable,0.6874,1.0362
4174,0,0.7939,0,0.7109,0,0.9767,Non-substrate,0.6422,Non-inhibitor,0.8452,Non-inhibitor,0.977,Non-inhibitor,0.9477,Non-substrate,0.5602,Non-substrate,0.849,Non-substrate,0.5,Non-inhibitor,0.8351,Non-inhibitor,0.851,Non-inhibitor,0.8533,Non-inhibitor,0.7896,Inhibitor,0.5239,Low CYP Inhibitory Promiscuity,0.7748,Weak inhibitor,0.9735,Non-inhibitor,0.532,Non AMES toxic,0.7776,Non-carcinogens,0.8551,Not ready biodegradable,0.7382,2.4553
4175,0,0.6577,1,0.8542,1,0.9314,Non-substrate,0.5909,Non-inhibitor,0.9847,Non-inhibitor,0.9893,Non-inhibitor,0.9281,Non-substrate,0.8059,Non-substrate,0.8361,Non-substrate,0.6428,Non-inhibitor,0.5674,Non-inhibitor,0.9321,Non-inhibitor,0.9091,Non-inhibitor,0.8779,Non-inhibitor,0.9349,Low CYP Inhibitory Promiscuity,0.9616,Weak inhibitor,0.9394,Non-inhibitor,0.9265,Non AMES toxic,0.9105,Non-carcinogens,0.955,Not ready biodegradable,0.9338,2.5246
4176,0,0.6975,1,0.6973,0,0.7652,Non-substrate,0.614,Non-inhibitor,0.9182,Non-inhibitor,0.9849,Non-inhibitor,0.9334,Non-substrate,0.705,Non-substrate,0.8226,Substrate,0.5366,Non-inhibitor,0.7632,Non-inhibitor,0.8677,Non-inhibitor,0.8485,Non-inhibitor,0.8367,Non-inhibitor,0.9489,Low CYP Inhibitory Promiscuity,0.9074,Weak inhibitor,0.935,Non-inhibitor,0.738,Non AMES toxic,0.8026,Non-carcinogens,0.9167,Not ready biodegradable,0.8363,1.9288
4177,1,0.6344,1,0.6906,1,0.997,Substrate,0.7862,Non-inhibitor,0.8372,Non-inhibitor,0.7479,Non-inhibitor,0.7858,Non-substrate,0.8069,Non-substrate,0.9067,Substrate,0.7478,Non-inhibitor,0.9045,Non-inhibitor,0.9355,Non-inhibitor,0.9253,Non-inhibitor,0.9237,Non-inhibitor,0.6717,Low CYP Inhibitory Promiscuity,0.8681,Weak inhibitor,0.9699,Inhibitor,0.5355,Non AMES toxic,0.8839,Non-carcinogens,0.9627,Not ready biodegradable,0.8906,2.9314
4178,0,0.5641,1,0.8138,0,0.9987,Substrate,0.5745,Non-inhibitor,0.7684,Non-inhibitor,0.865,Non-inhibitor,0.8615,Non-substrate,0.8669,Non-substrate,0.8109,Substrate,0.5431,Non-inhibitor,0.8627,Non-inhibitor,0.8465,Non-inhibitor,0.9034,Non-inhibitor,0.7696,Non-inhibitor,0.7883,Low CYP Inhibitory Promiscuity,0.9721,Weak inhibitor,0.685,Non-inhibitor,0.6136,Non AMES toxic,0.6888,Non-carcinogens,0.531,Ready biodegradable,0.9011,2.8353
4179,1,0.7002,1,0.9891,1,1.0,Non-substrate,0.7782,Non-inhibitor,0.9105,Non-inhibitor,0.7784,Non-inhibitor,0.8255,Non-substrate,0.8245,Non-substrate,0.9039,Non-substrate,0.7888,Inhibitor,0.7156,Non-inhibitor,0.9453,Non-inhibitor,0.8558,Non-inhibitor,0.5512,Non-inhibitor,0.9711,Low CYP Inhibitory Promiscuity,0.5839,Weak inhibitor,0.8204,Non-inhibitor,0.9476,Non AMES toxic,0.6036,Non-carcinogens,0.8329,Ready biodegradable,0.5398,2.4128
4180,0,0.6035,1,0.9482,1,0.9955,Non-substrate,0.8189,Non-inhibitor,0.8674,Non-inhibitor,0.8863,Non-inhibitor,0.8539,Non-substrate,0.7593,Non-substrate,0.8371,Non-substrate,0.6865,Non-inhibitor,0.6089,Non-inhibitor,0.7669,Non-inhibitor,0.917,Non-inhibitor,0.6941,Non-inhibitor,0.8681,High CYP Inhibitory Promiscuity,0.5149,Weak inhibitor,0.9923,Non-inhibitor,0.8446,Non AMES toxic,0.7444,Non-carcinogens,0.7615,Not ready biodegradable,1.0,2.3155
4182,0,0.7831,0,0.7197,1,0.6708,Non-substrate,0.5589,Non-inhibitor,0.9302,Non-inhibitor,0.9553,Non-inhibitor,0.9061,Non-substrate,0.8856,Non-substrate,0.8316,Non-substrate,0.7407,Non-inhibitor,0.6291,Non-inhibitor,0.8978,Non-inhibitor,0.8862,Non-inhibitor,0.8678,Non-inhibitor,0.9042,Low CYP Inhibitory Promiscuity,0.9898,Weak inhibitor,0.9493,Non-inhibitor,0.8905,Non AMES toxic,0.7294,Non-carcinogens,0.9418,Ready biodegradable,0.7785,1.7225
4183,0,0.729,1,0.8895,1,0.7625,Non-substrate,0.7594,Non-inhibitor,0.9881,Non-inhibitor,0.9846,Non-inhibitor,0.9626,Non-substrate,0.7899,Non-substrate,0.9288,Non-substrate,0.7995,Non-inhibitor,0.9597,Non-inhibitor,0.9173,Non-inhibitor,0.9599,Non-inhibitor,0.9771,Non-inhibitor,0.9291,Low CYP Inhibitory Promiscuity,0.9908,Weak inhibitor,0.9857,Non-inhibitor,0.9879,Non AMES toxic,0.9636,Non-carcinogens,0.52,Ready biodegradable,0.8312,1.862
4186,0,0.5638,1,0.9891,1,0.9817,Non-substrate,0.5393,Non-inhibitor,0.572,Non-inhibitor,0.5563,Non-inhibitor,0.5186,Non-substrate,0.6865,Non-substrate,0.7591,Non-substrate,0.5,Non-inhibitor,0.5351,Non-inhibitor,0.8303,Non-inhibitor,0.9039,Non-inhibitor,0.661,Non-inhibitor,0.9202,Low CYP Inhibitory Promiscuity,0.5998,Weak inhibitor,0.8927,Non-inhibitor,0.593,AMES toxic,0.5228,Non-carcinogens,0.9511,Not ready biodegradable,0.9661,2.4617
4187,0,0.7699,0,0.7238,1,0.5581,Substrate,0.6612,Non-inhibitor,0.8874,Non-inhibitor,0.9713,Non-inhibitor,0.8288,Non-substrate,0.8189,Non-substrate,0.7762,Non-substrate,0.5905,Non-inhibitor,0.7181,Non-inhibitor,0.861,Non-inhibitor,0.8462,Non-inhibitor,0.6701,Non-inhibitor,0.5654,Low CYP Inhibitory Promiscuity,0.8486,Weak inhibitor,0.9867,Non-inhibitor,0.5416,Non AMES toxic,0.6452,Non-carcinogens,0.9264,Not ready biodegradable,0.9321,2.2178
4188,1,0.7651,1,0.8839,1,0.928,Substrate,0.5555,Non-inhibitor,0.7748,Non-inhibitor,0.5458,Non-inhibitor,0.5705,Non-substrate,0.8773,Non-substrate,0.5714,Non-substrate,0.8098,Non-inhibitor,0.6711,Non-inhibitor,0.9027,Non-inhibitor,0.942,Non-inhibitor,0.8771,Non-inhibitor,0.9536,Low CYP Inhibitory Promiscuity,0.9046,Weak inhibitor,0.5,Non-inhibitor,0.8642,Non AMES toxic,0.8536,Non-carcinogens,0.6265,Not ready biodegradable,0.7825,2.2823
4189,0,0.7431,0,0.8429,0,0.8447,Substrate,0.5699,Non-inhibitor,0.9508,Non-inhibitor,0.8496,Non-inhibitor,0.8026,Non-substrate,0.7968,Non-substrate,0.763,Non-substrate,0.7957,Non-inhibitor,0.7624,Non-inhibitor,0.8735,Non-inhibitor,0.896,Non-inhibitor,0.8425,Non-inhibitor,0.8858,Low CYP Inhibitory Promiscuity,0.9966,Weak inhibitor,0.8714,Non-inhibitor,0.918,Non AMES toxic,0.6192,Non-carcinogens,0.946,Ready biodegradable,0.7761,1.858
4190,0,0.8119,0,0.7787,1,0.6381,Substrate,0.5468,Non-inhibitor,0.6436,Non-inhibitor,0.6704,Non-inhibitor,0.9245,Non-substrate,0.7717,Non-substrate,0.8215,Non-substrate,0.5591,Non-inhibitor,0.5662,Non-inhibitor,0.8816,Non-inhibitor,0.9334,Non-inhibitor,0.7443,Non-inhibitor,0.8318,Low CYP Inhibitory Promiscuity,0.8382,Weak inhibitor,0.9876,Inhibitor,0.5556,Non AMES toxic,0.691,Non-carcinogens,0.9394,Not ready biodegradable,0.9247,2.261
4191,0,0.8666,0,0.7142,0,0.6874,Substrate,0.6691,Non-inhibitor,0.7924,Non-inhibitor,0.8812,Non-inhibitor,0.9362,Non-substrate,0.8636,Non-substrate,0.8489,Substrate,0.5083,Non-inhibitor,0.9344,Non-inhibitor,0.8256,Non-inhibitor,0.8965,Non-inhibitor,0.8033,Non-inhibitor,0.6991,Low CYP Inhibitory Promiscuity,0.9304,Weak inhibitor,0.9871,Non-inhibitor,0.9046,Non AMES toxic,0.8661,Non-carcinogens,0.9189,Not ready biodegradable,0.8641,2.2496
4193,0,0.7516,0,0.6081,1,0.7439,Non-substrate,0.7587,Non-inhibitor,0.9768,Non-inhibitor,0.9883,Non-inhibitor,0.9223,Non-substrate,0.8202,Non-substrate,0.8049,Non-substrate,0.7865,Non-inhibitor,0.8889,Non-inhibitor,0.9394,Non-inhibitor,0.9459,Non-inhibitor,0.9574,Non-inhibitor,0.9387,Low CYP Inhibitory Promiscuity,0.9859,Weak inhibitor,0.9766,Non-inhibitor,0.9525,Non AMES toxic,0.7826,Non-carcinogens,0.9237,Ready biodegradable,0.959,0.9205
4194,0,0.8097,0,0.979,0,0.9733,Non-substrate,0.5703,Non-inhibitor,0.5737,Non-inhibitor,0.7756,Non-inhibitor,0.9482,Non-substrate,0.7418,Non-substrate,0.8706,Non-substrate,0.5141,Non-inhibitor,0.9609,Non-inhibitor,0.9191,Non-inhibitor,0.933,Non-inhibitor,0.9329,Non-inhibitor,0.8596,Low CYP Inhibitory Promiscuity,0.8776,Weak inhibitor,0.9922,Non-inhibitor,0.832,Non AMES toxic,0.8319,Non-carcinogens,0.9393,Not ready biodegradable,0.8841,1.8649
4195,0,0.7086,1,0.782,0,0.984,Non-substrate,0.6085,Non-inhibitor,0.7628,Non-inhibitor,0.988,Non-inhibitor,0.9102,Non-substrate,0.7492,Non-substrate,0.8288,Non-substrate,0.5306,Non-inhibitor,0.9016,Non-inhibitor,0.9,Non-inhibitor,0.922,Non-inhibitor,0.8943,Non-inhibitor,0.9578,Low CYP Inhibitory Promiscuity,0.9668,Weak inhibitor,0.8951,Non-inhibitor,0.8552,Non AMES toxic,0.704,Non-carcinogens,0.906,Ready biodegradable,0.6253,2.1387
