drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
4878,C102817,MeSH,,1,voglibose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,C054577,MeSH,,1,AO 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,A10BF03,ATC,5.0,1,voglibose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,QA10BF03,ATCvet,5.0,1,voglibose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,C404768,MeSH,,1,vatalanib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,QC01CE03,ATCvet,5.0,1,enoximone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,C01CE03,ATC,5.0,1,enoximone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,D017335,MeSH,,1,Enoximone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,C095179,MeSH,,1,zosuquidar trihydrochloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,C083501,MeSH,,1,Elacridar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,C121395,MeSH,,1,edotecarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,C107831,MeSH,,1,darusentan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,C080598,MeSH,,1,dapoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,G04BX14,ATC,5.0,1,dapoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,QG04BX14,ATCvet,5.0,1,dapoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,QA03AE03,ATCvet,5.0,1,cilansetron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,A03AE03,ATC,5.0,1,cilansetron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,C084473,MeSH,,1,cilansetron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,C075959,MeSH,,1,calanolide A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,C512121,MeSH,,1,brecanavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,C509981,MeSH,,1,bifeprunox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,C034438,MeSH,,1,bicifadine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,C108476,MeSH,,1,bepotastine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,C511534,MeSH,,1,bepotastine besilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,C521167,MeSH,,1,2-methylene-19-nor-(20S)-1 alpha-hydroxy-bishomopregnacalciferol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,C092280,MeSH,,1,phenserine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,C530645,MeSH,,1,AZD3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,QH01CB04,ATCvet,5.0,1,vapreotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,H01CB04,ATC,5.0,1,vapreotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,C051458,MeSH,,1,vapreotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,QS01LA03,ATCvet,5.0,1,pegaptanib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,S01LA03,ATC,5.0,1,pegaptanib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,C495058,MeSH,,1,pegaptanib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,C430291,MeSH,,1,NX1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,QN06AX17,ATCvet,5.0,1,milnacipran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,N06AX17,ATC,5.0,1,milnacipran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,D000078764,MeSH,,1,Milnacipran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,C502722,MeSH,,1,lucinactant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,C097558,MeSH,,1,KL4 surfactant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,QB01AE05,ATCvet,5.0,1,ximelagatran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,B01AE05,ATC,5.0,1,ximelagatran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,C426686,MeSH,,1,ximelagatran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,QC01DX19,ATCvet,5.0,1,nesiritide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,C01DX19,ATC,5.0,1,nesiritide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,D020097,MeSH,,1,"Natriuretic Peptide, Brain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,D000077596,MeSH,,1,Thymalfasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,C437823,MeSH,,1,galiximab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,C447412,MeSH,,1,pagoclone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,C482279,MeSH,,1,ZYC101a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,C043062,MeSH,,1,tesmilifene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,QL01XX37,ATCvet,5.0,1,sitimagene ceradenovec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,L01XX37,ATC,5.0,1,sitimagene ceradenovec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,C529697,MeSH,,1,sitimagene ceradenovec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,QG02CX02,ATCvet,5.0,1,flibanserin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,G02CX02,ATC,5.0,1,flibanserin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,C098107,MeSH,,1,flibanserin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,C080436,MeSH,,1,8-aminoquinoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,QP52AC57,ATCvet,5.0,1,"oxibendazole, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,QP52AC07,ATCvet,5.0,1,oxibendazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,C011321,MeSH,,1,oxibendazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,QJ01XA05,ATCvet,5.0,1,oritavancin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,J01XA05,ATC,5.0,1,oritavancin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,C100708,MeSH,,1,oritavancin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,C055421,MeSH,,1,tin mesoporphyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,C482698,MeSH,,1,gastrin immunogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,C471183,MeSH,,1,phenoxodiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,C433165,MeSH,,1,dehydroequol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,C053006,MeSH,,1,renzapride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,C425146,MeSH,,1,Ro 63-9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,C443755,MeSH,,1,ceftobiprole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,C436755,MeSH,,1,alfimeprase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,QC08CA16,ATCvet,5.0,1,clevidipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,C08CA16,ATC,5.0,1,clevidipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,C118563,MeSH,,1,clevidipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,C526227,MeSH,,1,MBP-8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,C102254,MeSH,,1,itopride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,C064878,MeSH,,1,"N-(4-(2-(dimethylamino)ethoxy)benzyl)-3,4-dimethoxybenzmide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,A03FA07,ATC,5.0,1,itopride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,QA03FA07,ATCvet,5.0,1,itopride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,C069588,MeSH,,1,"salivary plasminogen activator alpha 1, Desmodus rotundus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,C114144,MeSH,,1,neramexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,QP53AC04,ATCvet,5.0,1,permethrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,QP53AC54,ATCvet,5.0,1,"permethrin, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,P03AC54,ATC,5.0,1,"permethrin, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,P03AC04,ATC,5.0,1,permethrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,D026023,MeSH,,1,Permethrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,QD02BB02,ATCvet,5.0,1,afamelanotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,D02BB02,ATC,5.0,1,afamelanotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,C534526,MeSH,,1,afamelanotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,C027756,MeSH,,1,"MSH, 4-Nle-7-Phe-alpha-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,QB01AX01,ATCvet,5.0,1,defibrotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,B01AX01,ATC,5.0,1,defibrotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,C036901,MeSH,,1,defibrotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,C404742,MeSH,,1,E5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,C512420,MeSH,,1,eritoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,C068980,MeSH,,1,KRM 1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,C030192,MeSH,,1,tagatose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,QG03XC05,ATCvet,5.0,1,ospemifene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,G03XC05,ATC,5.0,1,ospemifene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,C119141,MeSH,,1,Ospemifene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,QA07XA06,ATCvet,5.0,1,crofelemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,A07XA06,ATC,5.0,1,crofelemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,C080461,MeSH,,1,SP 303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,C546704,MeSH,,1,crofelemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,C061133,MeSH,,1,tamibarotene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,QC01EB13,ATCvet,5.0,1,acadesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,C01EB13,ATC,5.0,1,acadesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,C011651,MeSH,,1,acadesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,C100003,MeSH,,1,deoxyhemoglobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,D006454,MeSH,,1,Hemoglobins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,QN05AX14,ATCvet,5.0,1,iloperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,N05AX14,ATC,5.0,1,iloperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,C081732,MeSH,,1,iloperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,C102282,MeSH,,1,N-iodoallyl-2-carbomethoxy-3-(4-fluorophenyl)tropane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,QN07BC04,ATCvet,5.0,1,lofexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,N07BC04,ATC,5.0,1,lofexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,C025655,MeSH,,1,lofexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,C402724,MeSH,,1,pexelizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,C058703,MeSH,,1,ranpirnase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,QL04AX05,ATCvet,5.0,1,pirfenidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,L04AX05,ATC,5.0,1,pirfenidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,C093844,MeSH,,1,pirfenidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,C041438,MeSH,,1,ramoplanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,QN03AX21,ATCvet,5.0,1,retigabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,N03AX21,ATC,5.0,1,retigabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,C101866,MeSH,,1,ezogabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,C118601,MeSH,,1,tecadenoson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,C068829,MeSH,,1,artificial lung expanding compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,QL04AB03,ATCvet,5.0,1,afelimomab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,L04AB03,ATC,5.0,1,afelimomab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,C427683,MeSH,,1,afelimomab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,C086123,MeSH,,1,azimilide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,C448700,MeSH,,1,epratuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,C402769,MeSH,,1,tipifarnib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,C074908,MeSH,,1,troxacitabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,C095913,MeSH,,1,bectumomab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,C107428,MeSH,,1,oregovomab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,D008154,MeSH,,1,Lucanthone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,C075568,MeSH,,1,lesopitron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,C112329,MeSH,,1,JTT 501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,C107479,MeSH,,1,TER 286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,C483019,MeSH,,1,LErafAON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,C423866,MeSH,,1,AP 1903 reagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,C094428,MeSH,,1,AQ4N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,C121876,MeSH,,1,imisopasem manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,QL01XX57,ATCvet,5.0,1,plitidepsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,L01XX57,ATC,5.0,1,plitidepsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,C098980,MeSH,,1,plitidepsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,C487707,MeSH,,1,SP 1049C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,C482398,MeSH,,1,QLT0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,C510896,MeSH,,1,lemuteporfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,C085266,MeSH,,1,GYKI 53405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,C465279,MeSH,,1,denufosol tetrasodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,C506581,MeSH,,1,tigapotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,C510956,MeSH,,1,IGN 311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,C511763,MeSH,,1,ProLindac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,QL01XA04,ATCvet,5.0,1,satraplatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,L01XA04,ATC,5.0,1,satraplatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,C081294,MeSH,,1,satraplatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,C513936,MeSH,,1,AGRO 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,C014919,MeSH,,1,"4-imino-1,3-diazabicyclo(3.1.0)hexan-2-one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,C061785,MeSH,,1,peptide YY (3-36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,C460839,MeSH,,1,"MT201 antibody, human",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,C431129,MeSH,,1,ATL 146e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,C521541,MeSH,,1,BMS-068645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,C079148,MeSH,,1,(3-aminopropyl)(n-butyl)phosphinic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,C500187,MeSH,,1,Xen2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,QD06BX02,ATCvet,5.0,1,ingenol mebutate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,D06BX02,ATC,5.0,1,ingenol mebutate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,C486592,MeSH,,1,3-ingenyl angelate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,QL01XX49,ATCvet,5.0,1,belinostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,L01XX49,ATC,5.0,1,belinostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,C487081,MeSH,,1,belinostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,QM09AX03,ATCvet,5.0,1,ataluren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,M09AX03,ATC,5.0,1,ataluren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,C515878,MeSH,,1,ataluren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,QA16AX14,ATCvet,5.0,1,migalastat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,A16AX14,ATC,5.0,1,migalastat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,C090092,MeSH,,1,migalastat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,C487369,MeSH,,1,((1-((2-amino-9H-purin-9-yl)methyl)cyclopropyl)oxy)methylphosphonic acid dipivoxyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,C037020,MeSH,,1,amonafide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,C486387,MeSH,,1,arimoclomol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,C477246,MeSH,,1,Moli1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,C507899,MeSH,,1,"rEV131 protein, tick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,C056452,MeSH,,1,Ularitide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,C526273,MeSH,,1,"3-((3,5-dibromo-4-(4-hydroxy-3-(1-methylethyl)phenoxy)phenyl)amino)-3-oxopropanoic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,C403051,MeSH,,1,LF 16-0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,R03AK14,ATC,5.0,1,indacaterol and mometasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,R03AL12,ATC,5.0,1,"indacaterol, glycopyrronium bromide and mometasone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,QR03AL04,ATCvet,5.0,1,indacaterol and glycopyrronium bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,QR03AC18,ATCvet,5.0,1,indacaterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,R03AL04,ATC,5.0,1,indacaterol and glycopyrronium bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,R03AC18,ATC,5.0,1,indacaterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,C510790,MeSH,,1,indacaterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,C542518,MeSH,,1,CX717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,C555879,MeSH,,1,cannabinor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,C527576,MeSH,,1,DDP733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,C532570,MeSH,,1,"N,N-diethyl-4-(5-hydroxyspiro(chromene-2,4'-piperidine)-4-yl)benzamide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,C524947,MeSH,,1,Scutellaria barbata extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,C515885,MeSH,,1,3-hydroxypyridine-2-carbonyloxy-bis(3-chloro-4-methylphenyl)borane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,C048498,MeSH,,1,erdosteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,R05CB15,ATC,5.0,1,erdosteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,QR05CB15,ATCvet,5.0,1,erdosteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,C530825,MeSH,,1,balapiravir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,C429014,MeSH,,1,mitoquinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,C552933,MeSH,,1,INCB 13739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,C529233,MeSH,,1,"4-chloro-3-(5-methyl-3-((4-(2-pyrrolidin-1-ylethoxy)phenyl)amino)-1,2,4-benzotriazin-7-yl)phenol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,D017313,MeSH,,1,Fenretinide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,C482795,MeSH,,1,"3-(4-chlorophenyl)-N-methyl-N'-((4-chlorophenyl)sulfonyl)-4-phenyl-4,5-dihydro-1H-pyrazole-1-carboxamidine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
