id,drug_id,description
5315,2546,Take with food.
8279,2659,Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids.
8276,2659,Take with food.
3944,2703,Take with food. Food reduces irritation.
8282,3147,Avoid alcohol. Ingesting alcohol may reduce the absorption of FAD.
6747,3209,Take separate from meals. Oteracil should be separated from meals by at least one hour before and after eating.
8285,3247,Avoid alcohol. Ingesting alcohol may reduce the absorption of FMN.
3959,3585,Take with food. Food reduces irritation.
9899,4339,Take with or without food.
5488,4571,"Avoid foods high in furanocoumarins. Eating these foods while you are taking trioxsalen may increase your skin's sensitivity to sunlight. Examples include limes, figs, parsley, parsnips, mustard, carrots, and celery."
8297,4572,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration."
8294,4572,Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of thiotepa.
3818,4574,Take with food. Food decreases nausea.
5153,4576,Avoid milk and dairy products.
3248,4576,Limit caffeine intake.
3686,4576,Take with a full glass of water.
4547,4576,Take with or without food.
9607,4665,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9612,4665,Ensure consistent Vitamin K intake.
8303,4835,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of maraviroc.
8300,4835,Take with or without food.
2600,4836,Avoid alcohol.
2966,4836,Avoid St. John's Wort.
3185,4836,Limit caffeine intake.
4007,4836,Take with food. Food reduces irritation.
2447,4837,Avoid alcohol.
4970,4837,Take with or without food. The absorption is unaffected by food.
3899,4838,Take with food. Food reduces irritation.
2249,4839,Avoid alcohol.
813,4839,Take after a meal.
4658,4840,Take with or without food. The absorption is unaffected by food.
2318,4841,Avoid alcohol.
4820,4841,Take with or without food. The absorption is unaffected by food.
2279,4842,Avoid alcohol.
8309,4844,Avoid alcohol. Ingesting alcohol may increase the drowsiness caused by tetrabenazine.
8306,4844,Take with or without food.
8312,4845,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ixabepilone, which may increase its serum concentration."
8315,4845,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ixabepilone.
10024,4846,Avoid fruit juice. Orange juice may reduce the absorption of celiprolol.
10019,4846,Avoid grapefruit products. Grapefruit juice may reduce the absorption of celiprolol.
10014,4846,"Take with or without food. The bioavailability of celiprolol may be reduced when taken with food, however, it is unlikely that this reduction is clinically relevant."
6750,4854,Take with or without food. A high fat meal decreases Cmax and AUC in a clinically insignificant way.
1434,4855,Avoid grapefruit products. Co-administration with grapefruit may increase drug concentrations by 3-fold.
8787,4855,Avoid St. John's Wort. This herb induces CYP3A4 and may increase the serum concentration of dronedarone.
1431,4855,"Take with food. Food, especially high-fat food, increases drug absorption."
5937,4861,Avoid alcohol.
5934,4861,Take with or without food.
6756,4868,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of nilotinib, causing increased serum levels of nilotinib."
6759,4868,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of nilotinib."
6753,4868,Take on an empty stomach. Food increases the AUC of nilotinib. Separate nilotinib administration from meals by at least one hour before and two hours after eating.
4523,4871,Take with or without food.
6762,4876,"Take with or without food. Food reduces Cmax and delays Tmax, but not in a clinically significant way."
6765,4890,Take with or without food. Orally formulated bepotastine bioavailability is not significantly impacted by food.
6771,4896,"Avoid excessive or chronic alcohol consumption. Avoid excessive or chronic alcohol consumption. Milnacipran may worsen liver disease, which is potentially caused by excessive alcohol use."
6768,4896,Take with or without food. Taking milnacipran with food may improve its tolerability.
9277,4898,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
6780,4908,"Avoid alcohol. Avoid alcohol. Ingesting alcohol may increase the CNS depressant and hypotensive effects of flibanserin. If you have consumed two drinks, wait two hours before taking flibanserin. Do not take flibanserin if you have consumed more than three drinks."
6774,4908,Avoid grapefruit products.
6777,4908,Avoid St. John's Wort.
6783,4908,"Take with or without food. Taking flibanserin with food (especially a high-fat meal) may increase its AUC, Cmax, and Tmax."
9417,4925,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9392,4932,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
4202,4938,Take with food.
4535,4941,Take with or without food.
1492,4946,"Take with or without food. High fat meals may delay the Tmax of iloperidone and its metabolites P88, P95 by 1,2, and 6 hours respectively, without significantly changing the Cmax or AUC."
6789,4948,Avoid excessive or chronic alcohol consumption. Lofexidine may potentiate the CNS depressant effects of alcohol.
6786,4948,Take with or without food.
6795,4951,Take at the same time every day.
6792,4951,Take with food. This may reduce the adverse effects of nausea and dizziness. Food also impacts the bioavailability of pirfenidone.
5462,4953,"Take with or without food. High-fat meals alter drug absorption, but not to a clinically significant extent."
4469,5013,Take with or without food.
6801,5018,Take at the same time every day.
6798,5018,Take on an empty stomach. Avoid eating for at least two hours before and after taking migalastat.
10029,5084,"Administer vitamin supplements. If dietary intake is inadequate, patients should receive supplemental calcium and vitamin D."
10039,5084,Take at the same time every day.
10034,5084,Take with or without food.
9282,5099,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8932,5109,Avoid alcohol. There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered.
8922,5109,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of trabectedin."
8927,5109,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin."
6807,5154,Avoid alcohol. Consuming alcohol may increase the risk of hepatotoxicity.
6804,5154,Take with food.
9452,5229,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
6813,5239,"Avoid grapefruit products. Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib."
9162,5239,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of cobimetinib."
6810,5239,Take with or without food. Cobimetinib bioavailability is unaffected by food.
2444,5247,Avoid alcohol.
4217,5247,Take with food.
8892,5295,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of vandetanib."
8887,5295,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of vandetanib."
6816,5295,Take with or without food.
6822,5317,Avoid grapefruit products. Dose adjustment may be necessary if taking grapefruit products or other CYP3A4 inhibitors.
6825,5317,"Avoid St. John's Wort. This may induce the CYP3A4 metabolism of pimavanserin, which may cause reduced efficacy."
6819,5317,Take with or without food.
6828,5352,"Avoid St. John's Wort. This may induce the CYP3A4 metabolism of dexlansoprazole, which may cause reduced efficacy."
6150,5352,Take with or without food. Dexlansoprazole's dual delayed release formulation allows it to be taken without regard to food in contrast to other PPIs.
5952,5383,"Avoid goitrogenic foods. These include soy, cassava, cabbage, broccoli, cauliflower, and other cruciferous vegetables."
2987,5522,Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.
2660,5529,Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of liver injury.
6837,5542,"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning."
6834,5542,Take with or without food.
6843,5677,"Avoid St. John's Wort. Apremilast is a CYP3A substrate; therefore, co-administration with St. John's wort, a CYP3A inducer, may reduce the serum level of apremilast."
6840,5677,Take with or without food.
10044,5774,"Avoid grapefruit products. Trastuzumab emtansine undergoes metabolism through CYP3A4 therefore coadministration with grapefruit, a CYP3A4 inhibitor, may increase serum levels of trastuzumab emtansine."
8837,5813,Exercise caution with St. John's Wort. This herb induces CYP3A4 and may increase the serum levels of abiraterone.
3500,5813,Take on an empty stomach. Take at least 1 hour before or 2 hours after eating as food may increase exposure to abiraterone by 4-fold.
6195,5991,Take with or without food.
6849,6078,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration."
6852,6078,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of lumateperone, causing a reduction in its serum concentration."
6846,6078,Take with food. Administration with food reduces the Cmax by 33% and prolongs the Tmax by one hour.
5979,6120,Avoid alcohol. Alcohol may increase somnolence and sedation.
5976,6120,Take with or without food.
6855,6146,No food interactions are expected.
4865,6153,Take with or without food. The absorption is unaffected by food.
4982,6154,Take with or without food. The absorption is unaffected by food.
4562,6155,"Take with or without food. Food delays drug absorption, but not to a significant extent."
4484,6169,Take with or without food.
2729,6177,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin."
9157,6177,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of romidepsin."
3746,6202,Take with food. Food can increase the absorption of rufinamide.
6858,6204,Take with or without food.
4376,6205,"Take with or without food. Food increases absorption, but not to a clinically significant extent."
5420,6208,Take with food. A moderate fat or calorie meal decreases drug exposure as well as the risk of adverse effects.
9457,6210,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
1435,6210,Take with or without food.
6861,6211,"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag."
6867,6211,Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating.
6873,6213,Avoid excessive or chronic alcohol consumption. This may increase the risk of developing osmotic demyelination syndrome.
6876,6213,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration."
6879,6213,Avoid St. John's Wort. This herb induces the CYP3A metabolism of tolvaptan and may reduce its serum concentration.
6870,6213,Take with or without food.
6882,6214,Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.
5174,6217,Take separate from meals. Do not have food or water for 10 minutes after administration.
6885,6219,Take with or without food.
5282,6229,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
2984,6229,Avoid St. John's Wort. Co-administration will decrease levels of this medication.
6573,6229,Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose.
3758,6229,Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose.
9893,6238,Avoid excessive or chronic alcohol consumption. Substantial alcohol consumption (e.g. >3 units) in combination with avanafil may increase the risk of hypotension.
5450,6238,"Take with or without food. High-fat meals slow absorption, but not to a clinically significant extent."
6888,6263,Take with or without food. Take consistently with regard to food.
4550,6269,Take with or without food.
9287,6272,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
6891,6275,"Take with or without food. High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown."
5925,6283,Avoid alcohol.
5922,6283,Take with or without food.
6894,6284,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide.
10049,6286,Take with or without food.
6897,6288,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration."
6900,6288,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of temsirolimus and may reduce its serum concentration.
9919,6289,Avoid alcohol. Amisulpride may enhance the effects of alcohol.
9924,6289,"Take with or without food. A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels."
4208,6291,Take with food.
5607,6293,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.
5604,6293,Take with or without food.
9572,6295,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
3728,6336,Take with food. Food increases total drug exposure.
6906,6402,Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia.
6909,6402,"Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium."
6912,6402,Take at the same time every day.
6903,6402,Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax.
9292,6407,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
6915,6411,"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia."
6921,6414,Avoid alcohol.
8531,6414,"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor."
8534,6414,"Exercise caution with St. John's Wort. Armodafinil is partially metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer."
6918,6414,Take with or without food. Taking armodafinil with food can delay the Tmax by 2-4 hours.
6930,6415,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration."
6927,6415,Avoid St. John's Wort. This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration.
6924,6415,Take after a meal. Take after meals. This increases the bioavailability of etravirine.
9462,6442,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9709,6449,Avoid grapefruit products. Co-administration with strong or moderate CYP3A inhibitors is contraindicated; avoid consuming grapefruit or Seville oranges.
9704,6449,"Take with food. Administration with food is recommended to reduce gastrointestinal adverse reactions. However, co-administration with food does affect lonafarnib absorption."
6933,6481,Take with or without food.
2717,6590,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib."
9087,6590,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of pazopanib."
3497,6590,Take on an empty stomach. Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability.
9092,6590,Take separate from antacids. Separate the administration of pazopanib and antacids by several hours.
6939,6596,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration.
6942,6596,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration."
6936,6596,"Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax."
9052,6604,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat."
9072,6604,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of panobinostat."
9067,6604,Take at the same time every day.
9062,6604,Take with a full glass of water.
9057,6604,Take with or without food.
2837,6606,Avoid grapefruit products.
5144,6606,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
2990,6606,Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.
5610,6606,Take with or without food.
6945,6609,Take with food.
9027,6617,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib."
9032,6617,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of bosutinib."
4301,6617,Take with food. Coadministration with a high-fat meal may increase the AUC of bosutinib.
1475,6627,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib."
8957,6627,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of axitinib."
8967,6627,Take with a full glass of water.
4526,6627,Take with or without food.
9297,6636,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8537,6637,Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4. Strong CYP3A4 inhibitors are contraindicated with isavuconazonium.
6951,6637,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of isavuconazonium and may reduce its serum concentration. Co-administration of isavuconazonium with St. John's Wort is contraindicated.
6948,6637,Take with or without food. The bioavailability of isavuconazonium is not significantly impacted by food.
4310,6638,"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent."
10059,6644,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia.
10054,6644,Administer vitamin supplements. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.
6963,6655,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide.
9642,6655,"Avoid St. John's Wort. This herb may increase the risk of serotonin syndrome, and therefore, concomitant use is contraindicated."
6954,6655,"Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages."
6960,6655,Take at the same time every day.
6957,6655,Take with or without food.
5796,6656,Take with or without food.
9522,6680,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
5784,6685,Avoid alcohol.
5781,6685,Avoid St. John's Wort.
5778,6685,Take with food.
2450,6692,Avoid alcohol.
4220,6692,Take with food.
2402,6696,Avoid alcohol.
2780,6696,Avoid grapefruit products.
9272,6698,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
2981,6698,Avoid St. John's Wort. This herb induces PGP which may reduce the serum levels of dabigatran.
5763,6698,Take with a full glass of water.
5601,6698,Take with or without food.
2846,6700,Avoid grapefruit products.
3791,6700,Take with food. Food increases absorption.
9693,6701,Take with food. This may reduce or prevent gastrointestinal upset.
5595,6704,Avoid alcohol.
5598,6704,Avoid St. John's Wort.
4688,6704,Take with or without food. The absorption is unaffected by food.
2459,6705,Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.
5592,6705,Take with or without food.
4466,6706,Take with or without food.
4499,6707,Take with or without food.
2843,6712,Avoid grapefruit products.
3794,6712,Take with food. Food increases absorption.
6966,6713,Take with or without food.
4553,6716,Take with or without food.
6972,6721,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration."
6969,6721,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of fosaprepitant and may reduce its serum concentration.
8321,6729,Avoid foods rich in citrate. Citrate may increase the absorption of aluminum and has the potential to cause toxicity.
4373,6730,"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
6975,6742,Take with or without food.
6978,6760,Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding.
6981,6760,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8318,6762,Take with or without food. Oral betaine powder should be mixed with food or a beverage and then consumed.
6984,6778,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration."
6987,6778,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of cabazitaxel and may reduce its serum concentration.
6990,6781,Take before a meal. Take carglumic acid right before eating.
6993,6781,Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.
5285,6785,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
6996,6798,Take with food.
1877,6805,Drink plenty of fluids.
4124,6805,Take with food.
6999,6806,Take on an empty stomach. Take methylnaltrexone at least 30 minutes before breakfast.
7002,6823,Take with or without food.
7005,6825,Take with food.
5291,6828,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7008,6829,Take at the same time every day. Take each dose at the same time every day.
7011,6829,Take on an empty stomach. Take tiopronin at least 1 hour before or 2 hours after eating food.
7017,6830,Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.
7014,6830,"Take on an empty stomach. Take triethylenetetramine one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food."
9587,7284,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9302,7773,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
10064,8335,"Take with food. Taking sulthiame with food, may reduce gastrointestinal upset."
9557,8502,Avoid drastic dietary changes.
9527,8502,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9532,8502,Ensure consistent Vitamin K intake.
9547,8502,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin."
9552,8502,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of R-warfarin."
9602,8800,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
1389,8820,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
5288,8821,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
10369,8823,Avoid alcohol. The effects of alcohol could be made worse while taking Lurasidone.
10364,8823,Avoid grapefruit products. Grapefruit and grapefruit juice may affect the amount of Lurasidone in your blood.
5459,8823,Take with food. The manufacturer recommends co-administration with at least 350 calories.
7026,8824,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration."
7029,8824,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7023,8824,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ticagrelor and may reduce its serum concentration.
7020,8824,Take with or without food.
3725,8828,Take with a high fat meal. Co-administration with a high fat meal increases exposure to ivacaftor.
4355,8831,Take with or without food. Food does not affect the bioavailability.
4493,8832,Take with or without food.
4496,8833,Take with or without food.
4358,8835,Take with or without food. Food does not affect absorption.
2726,8836,Avoid grapefruit products.
4304,8836,Take with food. Food decreases the risk of GI side effects.
4361,8837,Take with or without food. Food does not affect absorption.
4487,8845,Take with or without food.
4448,8870,Take with or without food. Food does not affect oral absorption or bioavailability.
2978,8874,Avoid St. John's Wort. St.John's Wort will decrease levels of this medication.
1450,8874,Take with food. Absorption is increased by 40% if taken with food.
9207,8875,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of crizotinib."
9212,8875,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of crizotinib."
5087,8875,"Take with or without food. High-fat food decreases drug absorption, but not to a clinically significant extent."
4307,8877,"Take with or without food. High-fat food increases drug absorption, but not to a clinically significant extent."
6186,8878,Take with or without food.
9037,8880,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin."
9042,8880,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin."
4490,8882,Take with or without food.
4382,8884,"Take with or without food. Food decreases drug exposure, but not to a clinically significant extent."
1543,8885,Take with or without food. High-fat meal decreases the Cmax of fidaxomicin and its metabolite in a clinically insignificant way.
1454,8886,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase levels of cabozantinib."
9107,8886,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of cabozantinib."
9097,8886,Take on an empty stomach. Separate the administration of cabozantinib from food by at least 1 hour before or 2 hours after eating.
9102,8886,Take with a full glass of water.
4472,8887,Take with or without food.
9127,8888,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ruxolitinib."
9132,8888,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of ruxolitinib."
5075,8888,"Take with or without food. A high-fat, high-calorie meal had negligible effects on the pharmacokinetics of ruxolitinib."
4454,8893,Take with or without food.
7035,8894,"Do not take with or immediately after a high-fat meal. Taking vemurafenib with a high-fat meal may increase the AUC and Cmax by approximately 5 fold and 2.5 fold, respectively."
7038,8894,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration."
7041,8894,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of vemurafenib and may reduce its serum concentration.
8882,8894,"Limit caffeine intake. Vemurafenib inhibits CYP1A2, which may increase the serum levels and adverse effects of caffeine."
7032,8894,Take with or without food.
5691,8895,Avoid excessive or chronic alcohol consumption. Chronic or binge drinking can increase the risk of serious side effects.
4322,8895,"Take with or without food. High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent."
4394,8896,Take with or without food. Food slows the rate of absorption but not the extent.
8426,8900,Take with food.
2714,8906,Avoid fatty foods. Co-administration with fatty foods may cause loose stools.
5093,8909,"Take with food. While adults may take mirabegron with or without food, prescribing information recommends that children always co-administer mirabegron with food."
7047,8911,Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.
7050,8911,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tofacitinib and may reduce its serum concentration.
7044,8911,Take with or without food.
9222,8912,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of regorafenib."
9217,8912,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of regorafenib."
5447,8912,Take after a meal. Should be taken following a low-fat meal containing less than 600 calories and less than 30% fat.
5441,8912,Take at the same time every day.
4481,8914,Take with or without food.
7056,8915,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of enzalutamide and may reduce its serum concentration.
7053,8915,Take with or without food.
7065,8917,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ponatinib and may reduce its serum concentration.
7062,8917,"Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib."
7059,8917,Take with or without food.
5426,8919,Take with food. Food significantly increases the oral bioavailability.
5853,8923,Avoid alcohol. Excess alcohol intake may promote ketoacidosis.
5859,8923,Drink plenty of fluids.
5850,8923,Take before a meal. It is recommended to take this drug before the first meal of the day.
3743,8924,Take with food. Co-administration with food may reduce gastrointestinal upset and flushing.
8429,8925,Take with food.
7071,8926,Take at the same time every day.
7068,8926,"Take with or without food. Administration of pomalidomide with food reduces the AUC and Cmax by 8% and 27%, respectively, and delays Tmax by two and a half hours."
5453,8927,Take separate from meals. Take at least one hour before or two hours after a meal.
9187,8928,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of dabrafenib."
9182,8928,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dabrafenib."
9192,8928,Do not take with or immediately after a high-fat meal. Dabrafenib's bioavailability is reduced when taken with a high-fat meal.
5438,8928,Take on an empty stomach. Take dabrafenib at least one hour before or two hours after a meal.
8432,8929,Drink plenty of fluids.
