drug_id,name,company,score,source
860,Prelone,,good,
860,Solone,,good,
860,Sterolone,,good,
860,Ultracortenol,,good,
861,Anton,Everest,good,
861,Dolobid,Merck,good,
863,Alquen,,good,
863,Gastrolav,,good,
863,Gastrosedol,,good,
863,Kuracid,,good,
863,Ptinolin,,good,
863,Raniberl,,good,
863,Ranicux,,good,
863,Ranidil,,good,
863,Ranidin,,good,
863,Ranidine,,good,
863,Ranidura,,good,
863,Ranigast,,good,
863,Raniplex,,good,
863,Ranisan,,good,
863,Ranitab,,good,
863,Ranitic,,good,
863,Ranitidin,,good,
863,Ranitin,,good,
863,Ranitine,,good,
863,Ranobel,,good,
863,Rantacid,,good,
863,Ranuber,,good,
863,Renatac,,good,
863,Sostril,,good,
863,Tanidina,,good,
863,Toriol,,good,
863,Ulcodin,,good,
863,Zandid,,good,
863,Zantic,,good,
866,Apllobal,AstraZeneca,good,
866,Aptin,AstraZeneca,good,
866,Aptine,,good,
866,Aptol Duriles,,good,
866,Atenenol,Tsuruhara Seiyaku,good,
866,Elp,Shyh Dar,good,
866,Gubernal,,good,
866,Regletin,,good,
866,Skajilol,Kotobuki Seiyaku,good,
866,Yobir,,good,
867,Yutopar,,good,
868,Exangit,,good,
868,Tesaperl,Novartis ,good,
868,Tessalon Perles,,good,
868,Ventussin,,good,
870,Srendam,Pola Pharma,good,
870,Sulprotin,Taiyo Pharmaceutical,good,
870,Topalgic,Alfresa Pharma,good,
871,Brethaire,Novartis,good,
871,Brethine,,good,
871,Bricanyl,AstraZeneca,good,
871,Bricardyl,Johnson,good,
871,Bricasma,AstraZeneca,good,
871,Bricasol,AstraZeneca,good,
871,Dracanyl,AstraZeneca,good,
871,Terbasmin,AstraZeneca,good,
873,Eysuvis,,good,
873,Loteflam,Cipla Pharmaceuticals Limited,good,
874,Duratuss G,,good,
874,Ganidin,Cypress,good,
874,Hustosil,Kyoto Yakuhin,good,
874,Hytuss,Hyrex,good,
874,Robitussin,Wyeth,good,
874,Scot-tussin Expectorant,,good,
874,Sinumist-SR,,good,
875,Depixol,Lundbeck A/S,good,
875,Fluanxol,Lundbeck A/S,good,
875,Jexit,Johnson,good,
876,Eprozar,INTAS Pharmaceuticals,good,
876,Futuran,Merck,good,
876,Teveten,,good,
878,Cida-Stat,Ecolab,good,
878,Corsodyl,GlaxoSmithKline,good,
878,DentiSept,,good,
878,Dyna-Hex,Xttrium,good,
878,Exidine,Xttrium,good,
878,Hexadol,Green Cross,good,
878,Hibiscrub,AstraZeneca,good,
878,Hibitane,Imperial Chemical Industries,good,
878,Microderm,Johnson & Johnson,good,
878,Periogard Oral Rinse,Colgate,good,
878,Pharmaseal Scrub Care,CareFusion,good,
878,Prevacare R,Johnson & Johnson,good,
878,Rotersept,Roter,good,
878,Sterilon,Emcure,good,
878,Tubulicid,,good,
879,Coviracil,,good,
881,Accuprin,Pfizer (Italy),good,
881,Accupro,"Pfizer (Austria, Denmark, Finland, Germany, Hungary, Ireland, Sweden, Switzerland, United Kingdom, Ukraine), Godecke (Czech Republic, Germany, Poland, Russia), Parke, Davis (Germany)",good,
881,Acequin,,good,
881,Acuitel,,good,
881,Korec,,good,
881,Quinazil,,good,
882,Androxal,,good,
882,Clomifert,,good,
882,Clostilbegyt,Egis,good,
882,Omifin,Sanofi,good,
883,Carvasin,Ayerst,good,ChEBI (DrugBank)
883,Flindix,Vitória,good,ChEBI (DrugBank)
883,Isoket,Schwarz,good,ChEBI (DrugBank)
883,Isorbid,Armstrong,good,ChEBI (DrugBank)
883,Nitrosorbide,Lusofarmaco,good,ChEBI (DrugBank)
883,Sorbidilat,Actavis,good,ChEBI (DrugBank)
884,Benet,Takeda ,good,
884,Ridron,,good,
885,Alegysal,Santen Pharmaceutical Co.,good,
885,Pemirox,,good,
886,Vanlev,,good,
887,Burinex,F. Hoffmann-La Roche Ltd.,good,
887,Fordiuran,LEO Pharma A/S,good,
887,Lunetoron,Daiichi Sankyo,good,
889,Kevatril,,good,
889,Sancuso,,good,
889,Sustol,,good,
890,Estraguard,,good,
890,Estroral,,good,
890,Ortho Dienestrol,Ortho-McNeil Pharmaceutical,good,
890,Restrol,,good,
890,Retalon,,good,
890,Sexadien,LEO Pharma A/S,good,
890,Synestrol,,good,
892,Benoxil,Santen,good,
892,Cebesine,Chauvin Bausch & Lomb,good,
892,Conjuncain,,good,
892,Dorsacaine,,good,
892,Lacrimin,Santen,good,
892,Novesin,Novartis,good,
892,Novesine,Novartis,good,
892,Prescaina,Llorens,good,
893,CosmoFer,B. Braun,good,
893,Feosol,GlaxoSmithKline,good,
893,Imferon,Sanofi-Aventis,good,
893,Proferdex,New River Pharmaceuticals Inc.,good,
894,Fludestrin,Bristol-Myers Squibb,good,
897,Apo-Triazo,Apotex,good,
897,Arring,YungShin,good,
897,Asasion,"Choseido Pharmaceutical Co., Ltd",good,
897,Ascomarna,Nisshin Seiyaku K.K,good,
897,Songar,Valeas S.p.A.,good,
898,Dehydrated ethanol,,good,ChEBI (KEGG DRUG)
901,Tornalate,,good,
902,Dilosyn,,good,
902,Tacaryl,,good,
903,Crinuryl,Assia,good,ChEBI (DrugBank)
903,Edecril,Merck,good,ChEBI (DrugBank)
903,Edecrina,,good,
903,Endecril,,good,
903,Hidromedin,,good,
903,Hydromedin,Merck,good,ChEBI (DrugBank)
903,Mingit,,good,
903,Otacril,,good,
903,Reomax,Bioindustria,good,ChEBI (DrugBank)
903,Taladren,Malesci,good,ChEBI (DrugBank)
903,Uregit,,good,
904,Zophren,,good,
908,Cardioquin,,good,
908,Kinidin,,good,ChEBI (KEGG DRUG)
908,Quin-Release,,good,
908,Quinaglute,,good,
908,Quinalan,,good,
908,Quinicardine,,good,
908,Quinidex,,good,
909,Exceglan,,good,
909,Excegram,,good,
911,Fasigyn,,good,
912,GlucoNorm,Novo Nordisk,good,
912,Surepost,,good,
913,Apodol,Bristol-Myers Squibb,good,
913,Leritine,Merck,good,
914,DBI,Ciba-Geigy,good,
915,PK-Merz,,good,
915,Symadine,,good,
915,Viregyt,,good,
915,Virosol,,good,
916,Anabact,Cambridge Healthcare Supplies,good,
916,Arilin,,good,ChEBI (DrugBank)
916,Clont,,good,ChEBI (DrugBank)
916,Deflamon,,good,
916,Efloran,,good,ChEBI (DrugBank)
916,Elyzol,,good,ChEBI (DrugBank)
916,Entizol,,good,ChEBI (DrugBank)
916,Fossyol,,good,ChEBI (DrugBank)
916,Klion,,good,ChEBI (DrugBank)
916,Klont,,good,ChEBI (DrugBank)
916,Metrolyl,,good,ChEBI (DrugBank)
916,Metrotop,,good,ChEBI (DrugBank)
916,Nalox,,good,ChEBI (DrugBank)
916,Nidagel,,good,ChEBI (DrugBank)
916,Novonidazol,,good,ChEBI (DrugBank)
916,Orvagil,,good,
916,Protostat,,good,ChEBI (DrugBank)
916,Takimetol,,good,
916,Trichazole,,good,
916,Trichex,,good,ChEBI (DrugBank)
916,Trichopol,,good,ChEBI (DrugBank)
916,Tricowas B,,good,ChEBI (DrugBank)
916,Trikacide,,good,ChEBI (DrugBank)
916,Trikozol,,good,ChEBI (DrugBank)
916,Vagilen,,good,ChEBI (DrugBank)
916,Vagimid,,good,ChEBI (DrugBank)
916,Vertisal,,good,ChEBI (DrugBank)
916,Zadstat,,good,ChEBI (DrugBank)
917,Propess,Ferring Pharmaceuticals,good,ChEBI (DrugBank)
917,Prostarmon E,DCPC,good,
917,PROSTIN,,good,NDC
918,Almogran,,good,
919,Actinospectacin,,good,
919,Spectam,,good,
919,Togamycin,,good,
920,Totifen,Patron,good,
920,Zasten,Novartis,good,
921,Addnok,Rusan Pharma Ltd.,good,
921,Buprel,,good,
921,Buprigesic,Neon Laboratories,good,
921,Morgesic,Samarth Pharma,good,
921,Norphin,Unichem Laboratories,good,
921,Norspan,,good,
921,Temgesic,,good,
921,Tidigesic,Sun Pharmaceuticals,good,
922,Simdax,,good,ChEBI (DrugBank)
922,Simendan,,good,
923,Precef,,good,
924,Flexiban,SIT,good,
926,Tegison,,unknown,
926,Tigason,Chugai Pharmaceutical,good,
927,Amfamox,,good,
927,Antodine,,good,
927,Confobos,,good,
927,Cronol,,good,
927,Digervin,,good,
927,Dispromil,,good,
927,Duovel,,good,
927,Durater,,good,
927,Famocid,,good,
927,Famosan,,good,
927,Famotep,,good,
927,Famox,,good,
927,Famoxal,,good,
927,Famtac,,good,
927,Famulcer,,good,
927,Fanosin,,good,
927,Gaster,,good,
927,Lecedil,,good,
927,Motiax,,good,
927,Mylanta AR,,good,
927,Notidin,,good,
927,Nulceran,,good,
927,Panalba,,good,
927,Pepcid RPD,,good,
927,Pepcidin,,good,
927,Pepcidine,,good,
927,Pepdine,,good,
927,Pepfamin,,good,
927,Quamatel,,good,
927,Renapepsa,,good,
927,Rubacina,,good,
927,Sedanium-R,,good,
927,Supertidine,,good,
927,Tairal,,good,
927,Tipodex,,good,
927,Ulfagel,,good,
927,Ulfamid,,good,
927,Ulgarine,,good,
927,Vagostal,,good,
928,Ladakamycin,,unknown,
928,Mylosar,,unknown,
929,Isprelor,,good,
931,Rondomycin,,unknown,
933,Lidanar,,good,
933,Lidanil,,good,
934,Deprilept,,unknown,
934,Psymion,,unknown,
935,Dristan 12-Hour,Pfizer,good,
935,Duramist Plus,Pfeiffer Pharmaceuticals,good,
935,Genasal Nasal Spray Up to 12 Hour Relief,,good,
935,Iliadin,,good,
935,Neo-Synephrine 12 Hour Spray,,good,
935,Nezeril,,good,
935,Nostrilla 12 Hour Nasal Decongestant,,good,
935,OcuClear,,good,
935,Vicks Sinex 12 Hour Nasal Spray,,good,
935,Vicks Sinex 12 Hour Ultra Fine Mist for Sinus Relief,,good,
936,Dr. Scholl's Callus Removers,,good,
936,Dr. Scholl's Corn Removers,,good,
936,Dr. Scholl's Wart Remover Kit,,good,
936,Duofil Wart Remover,,good,
936,Duoplant,,good,
936,Ionil Plus shampoo,,good,
936,Salonil,,good,
936,Salsonin,,unknown,
936,Stridex,,good,
937,Anorex,,good,
937,Dobesin,,good,
937,Frekentine,,good,
937,Linea,,good,
937,Moderatan,,good,
937,Neobes,Medix,good,
937,Nobesine,,good,
937,Prefamone,,good,
937,Regenon,Temmler,good,
937,Tylinal,,good,
938,Aeromax Diskus,,good,
938,Arial,,good,
938,Salmetedur,,good,
939,Ethos,Yung Shin,good,
939,Eucome,U-Liang,good,
939,Meclomen,Pfizer,good,
940,Banthine,,good,
940,Vagantin,,good,
941,Mylaxen,,good,
942,Pagitane,Lilly,good,
944,Humorsol,MSD,good,
944,Tonilen,,good,
944,Tosmilen,,good,
945,Acenterine,,good,
945,Acetophen,Merck,good,
945,Adiro,,good,
945,Aspergum,,good,
945,Aspro,,good,
945,Easprin,,good,ChEBI (KEGG DRUG)
945,Empirin,,good,
945,Nu-seals,,good,
945,Rhodine,,good,
945,Rhonal,,good,
945,Solprin,,good,
945,Solprin acid,,good,
945,St. Joseph Aspirin for Adults,,good,
945,Tasprin,,good,
946,Falithrom,,good,
946,Liquamar,,good,
946,Marcoumar,,good,
946,Marcumar,,good,
948,Mezlin,,unknown,
949,Felbamyl,,unknown,
949,Taloxa,,unknown,
950,Fastofen,,good,
950,Fexidine,,good,
950,Telfast,,good,
950,Vifas,,good,
951,Nicozid,Piam,good,
951,Nidrazid,Zentiva,good,
951,Nydrazid,Sandoz,good,
951,Rimicid,Sopharma,good,
951,Rimifon,Roche,good,
951,Servizid,Novartis,good,
951,Tibinide,Meda,good,
952,Naramig,,unknown,
953,Maxalt MLT,,unknown,
954,Dynabac,,good,
955,Netromycin,,unknown,
957,Ortho-Prefest,,unknown,
958,Paraplatin-AQ,,unknown,
959,Medrate,,good,ChEBI (ChemIDplus)
959,Medrone,,good,ChEBI (DrugBank)
959,Meprolone,,good,
959,Solomet,,good,ChEBI (DrugBank)
959,Urbason,,good,ChEBI (DrugBank)
960,Betapindol,,good,ChEBI (DrugBank)
960,Blockin L,,good,ChEBI (DrugBank)
960,Blocklin L,,good,ChEBI (DrugBank)
960,Calvisken,,good,ChEBI (DrugBank)
960,Decreten,,good,ChEBI (DrugBank)
960,Durapindol,,good,ChEBI (DrugBank)
960,Glauco-Visken,,good,ChEBI (DrugBank)
960,Pectobloc,,good,ChEBI (DrugBank)
960,Pinbetol,,good,ChEBI (DrugBank)
960,Prinodolol,,good,ChEBI (DrugBank)
960,Pynastin,,good,ChEBI (ChemIDplus)
961,Scandicaine,,good,
962,Zalaplon,,unknown,
963,Duract,Wyeth-Ayerst,good,
965,Ethiodol,,good,
967,Claramax,,good,
968,Aldomet,,good,
968,Aldometil,,good,
968,Aldomin,,good,
968,Dopamet,,good,
968,Hypolag,,good,
968,Medomet,,good,
968,Medopren,,good,
968,Novomedopa,,good,
968,Nu-Medopa,,good,
970,Lyovac Cosmegen,Lundbeck,good,
971,Exsel Lotion Shampoo,,good,
971,Glo-Sel,,good,
971,Head & Shoulders Intensive Treatment,,good,
971,Versel Lotion,,good,
972,Astepro Allergy,Bayer,good,
973,Ezedoc,,good,ChEBI (DrugBank)
973,Ezetib,,good,
973,Zient,,good,
974,Cheladrate,Pharmex,good,
974,Diso-Tate,"O'Neal, Jones",good,
974,Endrate,Bersworth,good,
974,Uni Wash,United,good,
975,Agilease,lsei,good,
975,Cardoxin,Rafa,good,
975,Cleridium 150,Millot,good,ChEBI (DrugBank)
975,Curantyl,Arzneimittelwerk,good,ChEBI (DrugBank)
975,Persantin,,good,ChEBI (DrugBank)
977,Estinyl,Schering,good,
978,Bareon,,good,
979,Bell Pentolate,,good,
979,Cylate,Ocusoft,good,
979,Mydrilate,Intrapharm,good,
979,Ocu-Pentolate,,good,
979,Pentolair,,good,
981,Antilirium,,good,
983,Foradil,,good,
983,Oxis Turbuhaler,,good,
984,Durabolin,,good,ChEBI (KEGG DRUG)
985,Gravol,Church & Dwight,good,
985,Vertirosan,Astellas,good,
985,Vomex A,Astellas,good,
985,Xamamina,Adilna,good,
986,Acpan,Gray,good,
986,Nodapton,,good,
986,Robanul,,good,
986,Robinal,,good,
986,Tarodyl,Lundbeck,good,
987,Ara-C,Gobbi,good,
987,Cytosar-U,Pfizer,good,
988,Intropin,,good,
988,Revimine,,good,
989,Exelon Patch,,unknown,
990,Exemestance,,unknown,
991,Alvo,,good,
991,Danoprox,,good,
991,Dayrun,,good,
991,Deflam,,good,
991,Duraprox,,good,
991,Walix,,good,
993,Azamun,Ascent,good,
993,Azanin,Tanabe Mitsubishi Pharma,good,
993,Imurek,Aspen,good,
993,Imurel,GlaxoSmithKline,good,
994,Myacyne,,good,
994,Mycifradin,,good,
994,Myciguent,,good,
994,Neo-Rx,,good,
994,Neobiotic,,good,
994,Nivemycin,,good,
997,Adriablastina,Pfizer,good,
997,Adriblastin,Actavis,good,
998,Frova,,good,
998,Miguard,,good,
999,Dichlotride,M & H,good,
999,Esidrex,Novartis,good,
999,HydroDIURIL,Merck,good,
1000,Bastcillin,,good,ChEBI (DrugBank)
1000,Calthor,,good,ChEBI (DrugBank)
1000,Citosarin,,good,ChEBI (DrugBank)
1000,Cyclapen,Wyeth,good,ChEBI (DrugBank)
1000,Cyclapen-W,Wyeth,good,ChEBI (KEGG DRUG)
1000,Syngacillin,,good,ChEBI (DrugBank)
1000,Ultracillin,,good,ChEBI (DrugBank)
1000,Vastcillin,Takeda,good,ChEBI (KEGG DRUG)
1000,Vipicil,Wyeth,good,ChEBI (DrugBank)
1000,Wybital,Wyeth,good,
1000,Wyvital,,good,ChEBI (DrugBank)
1001,Aerolin,,good,
1001,Asmol,,good,
1001,Asthalin,,good,
1001,Asthavent,,good,
1001,ProAir,Teva,good,
1001,PROAIRHFA,,good,NDC
1001,Salamol,,good,
1001,Ventilan,GlaxoSmithKline,good,
1001,Ventoline,GlaxoSmithKline,good,
1001,VENTOLINHFA,,good,NDC
1001,Ventorlin,GlaxoSmithKline,good,
1001,VoSpire,,good,NDC
1002,Chirocaine,Abbott Laboratories,good,
1002,Novabupi,,good,
1003,Aarane,Sanofi,good,
1003,Allergocrom,Ursapharm,good,
1003,Colimune,Sanofi,good,
1003,Cromo-Comod,Ursapharm,good,
1003,Cromoptic,Bausch & Lomb,good,
1003,Gastrofrenal,Marvecs Pharma Services,good,
1003,Lomudal,Sanofi,good,
1003,Lomusol,Sanofi,good,
1003,Opticron,Cooper,good,
1003,Rynacrom,Sanofi,good,
1003,Vividrin,Bausch & Lomb,good,
1005,Litalir,Bristol-Myers Squibb,good,
1005,Onco-Carbide,Teofarma,good,
1007,GyneCure,,good,
1007,Monistat 1,,good,
1007,Trosyd,,good,
1007,Trosyl,,good,
1008,Bisulfex,,good,
1008,Busilvex,Pierre Fabre,good,
1008,Leucosulfan,,good,
1008,Mablin,,good,
1008,Mielucin,,good,
1008,Misulban,,good,
1008,Mitostan,,good,
1008,Myeloleukon,,good,
1009,Actron,,good,
1009,Alrheumun,Teofarma,good,
1009,Capisten,Kissei,good,
1009,Epatec,Zeria Shinyaku,good,
1009,Fastum,Menarini,good,
1009,Menamin,Daiko Seiyaku,good,
1009,Orudis,Abbott,good,
1009,Orudis KT,Sanofi,good,
1009,Orugesic,Sanofi,good,
1009,Oscorel,Sanofi,good,
1009,Profenid,Sanofi,good,
1009,Toprec,Sanofi,good,
1010,Antirex,Kyorin,good,
1010,Reversol,,good,
1011,Metopiron,,good,
1012,Mimpara,,good,
1013,Clobesol,GlaxoSmithKline,good,
1013,Dermovate,GlaxoSmithKline,good,
1013,Embeline,Hi-Tech,good,
1013,Embeline E,Hi-Tech,good,
1014,Colazide,,good,
1015,Gantanol,,good,
1015,Sinomin,,good,
1015,Urobak,,good,
1016,Daonil,,good,
1016,Delmide,,good,
1016,Novo-Glyburide,Novopharm,good,
1016,Semi-Daonil,,good,
1017,Aknemin,,good,
1017,Apo-Minocycline,,good,
1017,Klinomycin,,good,
1017,Minoderm,,good,
1017,Minopen,,good,
1017,Minox,,good,
1017,Minoz,,good,
1017,Vectrin,,good,
1018,Estulic,Egis,good,
1019,Duvoid,Roberts,good,
1019,Myotonachol,Glenwood,good,
1019,Myotonine,,good,
1019,Uro-Carb,Hamilton,good,
1020,Chemydur,,good,
1020,Corangin,,good,ChEBI (DrugBank)
1020,Dilatrate,,good,NDC
1020,Duride,,good,ChEBI (DrugBank)
1020,Elantan,,good,ChEBI (DrugBank)
1020,Etimonis,,good,
1020,Imodur,,good,
1020,Imtrate,,good,ChEBI (DrugBank)
1020,Ismexin,,good,ChEBI (DrugBank)
1020,Ismox,,good,ChEBI (DrugBank)
1020,Isomon,,good,
1020,Isomonit,,good,
1020,Isonorm,,good,
1020,Medocor,,good,ChEBI (DrugBank)
1020,Monicor,,good,ChEBI (DrugBank)
1020,Monit,,good,
1020,Mono Corax,,good,ChEBI (DrugBank)
1020,Mono Mack,,good,
1020,Monocedocard,,good,ChEBI (DrugBank)
1020,Monoclair,,good,
1020,Monocord,,good,
1020,Monodur Durules,,good,ChEBI (DrugBank)
1020,Monolong,,good,ChEBI (DrugBank)
1020,Monomax,,good,
1020,Mononit,,good,ChEBI (DrugBank)
1020,Monopront,,good,ChEBI (DrugBank)
1020,Monosorb,,good,
1020,Monosordil,,good,ChEBI (DrugBank)
1020,Monotrate,,good,
1020,Nitramin,,good,ChEBI (DrugBank)
1020,Olicard,,good,ChEBI (DrugBank)
1020,Olicardin,,good,
1020,Orasorbil,,good,ChEBI (DrugBank)
1020,Pertil,,good,ChEBI (DrugBank)
1020,Plodin,,good,
1020,Promocard,,good,ChEBI (DrugBank)
1020,Sigacora,,good,ChEBI (DrugBank)
1020,Solotrate,,good,
1020,Sorbimon,,good,ChEBI (DrugBank)
1020,Turimonit,,good,ChEBI (DrugBank)
1020,Uniket,,good,ChEBI (DrugBank)
1020,Vasdilat,,good,ChEBI (DrugBank)
1021,Anistadin,,good,
1021,Carvacron,,good,
1021,Diu-Hydrin,,good,
1021,Diurese,,good,
1021,Fluitran,,good,
1021,Kubacron,,good,
1021,Metahydrin,,good,
1021,Naqua,,good,
1022,Aqua-Mephyton,,good,
1022,Konakion,,good,
1023,Felodur ER,,good,
1023,Felogard,,good,
1023,Penedil,,good,
1023,Plendil Depottab,AstraZeneca,good,
1023,Plendil ER,AstraZeneca,good,
1023,Plendil Retard,AstraZeneca,good,
1023,Splendil,,good,
1024,Melbex,,unknown,
1025,Aphthasol,,good,
1025,Elics,,good,
1025,OraDisc A,,good,
1025,Solfa,,good,
1026,Fungarest,Janssen-Cilag,good,
1026,Fungoral,Johnson & Johnson,good,
1026,Ketoderm,Hessel,good,
1026,Ketoisdin,Isdin,good,
1026,Ketozole,Ranbaxy,good,
1026,Nizoral Cream,Ortho-McNeil,good,
1026,Nizoral Shampoo,Ortho-McNeil,good,
1026,Orifungal,Janssen,good,
1026,Orifungal M,Janssen,good,
1026,Panfungol,Esteve,good,
1028,Penthrane,Abbott Laboratories,good,
1031,Valamin,Schering,good,
1031,Valmid,Dista,good,
1032,Benecid,,good,
1032,Benemid,,good,
1032,Probalan,,good,
1032,Probecid,,good,
1032,Proben,,good,
1033,Leukerin,,good,
1034,Helicocerin,,good,
1035,Biocoryl,,good,ChEBI (DrugBank)
1035,Procan,,good,
1035,Procapan,,good,
1036,Detrusitol,,good,
1037,Carbex,,good,
1037,Jumex,,good,
1038,Proketazin,,good,
1038,Proketazine,Wyeth,good,
1039,Fenogal,SMB Laboratories,good,
1039,Lipanthyl,Abbott,good,
1039,Lipantil,,unknown,
1039,Lipidil,lbirn,good,
1041,Contergan,,good,
1041,Distaval,,good,
1041,K-17,,good,
1041,Pro-ban M,,unknown,
1041,Sedalis,,good,
1041,Softenon,,good,
1041,Talimol,,good,
1041,Thaled,,good,
1043,Abixa,,good,
1043,Akatinol,,good,
1043,Memox,,good,
1045,Rifadine,,good,
1045,Rifaldin,,good,
1045,Rifoldin,,good,
1045,Rimactan,,good,
1045,Rimactane,,good,
1045,Rofact,,good,
1045,Tubocin,,good,
1047,Fluonex,,good,
1047,Lonide,,good,
1047,Lyderm,Taro,good,
1047,Metosyn,Bioglan,good,
1047,Topsymin,,good,
1047,Topsyn,Syntex,good,
1049,Alkergot,Eon Labs,good,
1049,Circanol,3M,good,
1049,Deapril,Bristol Myers Squibb,good,
1049,Gerimal,,suspicious,
1050,Act-3,Healthcare Logistics,good,
1050,Actiprofen,Sterling Health,good,
1050,Adex,Dexxon,good,
1050,Aktren,Bayer,good,
1050,Alges-X,Axapharm,good,
1050,Algoflex,Chinoin,good,
1050,Algofren,Intermed,good,
1050,Alivium,Bristol-Myers Squibb,good,
1050,Artofen,Teva,good,
1050,Betagesic,Adcock Ingram Pharmaceuticals,good,
1050,Betaprofen,Be-Tabs Pharmaceuticals,good,
1050,Bonifen,Krka,good,
1050,Brufen,Abbott,good,ChEBI (DrugBank)
1050,Brupro,Sandoz,good,
1050,Buburone,Towa Yakuhin,good,ChEBI (DrugBank)
1050,Buprovil,Multilab Industry and Trade of Pharmaceuticals,good,
1050,Burana,Orion,good,
1050,Butylenin,Sanken,good,ChEBI (DrugBank)
1050,Calprofen,McNeil,good,
1050,Cap-Profen,PERRIGO,good,
1050,Capsibu,Sandoz,good,
1050,Children's Elixsure,Pfizer,good,
1050,Children's Ibuprofen,Pfizer,good,
1050,Dalsy,Abbott,good,
1050,Dismenol,Merz,good,
1050,Diverin,ACI Ltd,good,
1050,Dolgirid,LGC,good,ChEBI (DrugBank)
1050,Dolgit,Dolorgiet,good,ChEBI (DrugBank)
1050,Doloraz,Jordanian Pharmaceutical Manufacturing Co.,good,
1050,Dolormin,Johnson & Johnson GmbH,good,
1050,Ebufac,DDSA Pharmaceuticals,good,ChEBI (DrugBank)
1050,EmuProfen,"Progressive Emu, Inc",good,
1050,Epobron,Ono,good,ChEBI (DrugBank)
1050,Fenbid,Smith Kline and Beecham,good,
1050,Fenpaed,Rite Aid Corporation,good,
1050,Fenpain,Sandoz,good,
1050,Ibalgin,Zentiva,good,
1050,IBU-Ratiopharm,Ratiopharm GmbH,good,
1050,Ibuflam,Natco Pharma Ltd,good,
1050,Ibugel,Dermal Laboratories Ltd,good,
1050,Ibugesic,Cipra Ltd,good,
1050,IbuHEXAL,Hexal AG,good,
1050,Ibuleve,Diomed Development Ltd,good,
1050,Ibum,PPF Hasco-Lek SA,good,
1050,Ibumax,standford Biotech Pvt Ltd,good,
1050,Ibumetin,Nycomed Denmark Aps,good,ChEBI (DrugBank)
1050,Ibupain,Sandoz,good,
1050,Ibuprocin,Nisshin,good,ChEBI (DrugBank)
1050,Ibuprom,USP Zdrowie,good,
1050,Ibuprox,Norway,good,
1050,Ibustar,Berlin-Chemie Menarini Croatia,good,
1050,Ibutren,Sandoz,good,
1050,Ibux,Weifa AS,good,
1050,Ibuxin,Pliva Hrvatska,good,
1050,Junior Strength Motrin,J&J Consumer Inc,good,
1050,Kratalgin,Austria,good,
1050,Lamidon,Kowa,good,ChEBI (DrugBank)
1050,Lebrufen,,good,ChEBI (DrugBank)
1050,Liptan,Kowa,good,ChEBI (DrugBank)
1050,Lotem,Adcock Ingram,good,
1050,Medicol,United Lab,good,
1050,Medipren,Johnson & Johnson,good,ChEBI (DrugBank)
1050,Mynosedin,Toho Yakuhin,good,ChEBI (DrugBank)
1050,Mypaid,Ai Pharm,good,
1050,Myprodol,Adcock Ingram,good,
1050,Narfen,Alter,good,
1050,Naron Ace,Primary Care Tokyo,good,
1050,Neobrufen,Crookes,good,
1050,Nobfen,Toho,good,ChEBI (DrugBank)
1050,Nobgen,Toho,good,ChEBI (DrugBank)
1050,Norvectan,,good,
1050,Nuprin,Upjohn Company,good,ChEBI (DrugBank)
1050,Nureflex,"Boots Healthcare, Courbevoie",good,
1050,Nurofen,Crookes,good,ChEBI (DrugBank)
1050,Orbifen,Boehringer Ingelheim International GmbH,good,
1050,Panafen,GlaxoSmithKline Consumer Healthcare Australia Pty Ltd,good,
1050,Pediaprofen,Whitehall Laboratories,good,ChEBI (DrugBank)
1050,Rapidol,Actavis,good,
1050,Rimafen,,good,
1050,Roidenin,Showa,good,ChEBI (DrugBank)
1050,Rufen,Boots,good,ChEBI (DrugBank)
1050,Salvarina,"Salvat, Barcelona",good,
1050,Seclodin,"Whitehall Labs, Maidenhead",good,ChEBI (DrugBank)
1050,Speedpain NANO,Goodsense,good,
1050,Spidifen,Zambon,good,
1050,Suspren,,good,ChEBI (DrugBank)
1050,Tabalon,Sanofi India Ltd,good,ChEBI (DrugBank)
1050,Trendar,Whitehall-Robins,good,ChEBI (DrugBank)
1050,Urem,"Kade, MErlin",good,ChEBI (DrugBank)
1053,Pentids,,good,
1054,Bayotensin,,good,
1054,Baypress,,good,
1054,Bylotensin,,good,
1054,Deiten,,good,
1054,Nidrel,,good,
1054,Nitrepin,,good,
1054,Nitrezic,,good,
1056,Tonocard,,good,
1057,Echodide,Alcon,good,
1059,Chibroxin,,unknown,
1060,Actimoxi,,good,
1060,Amoclen,,good,
1060,Amolin,,good,ChEBI (DrugBank)
1060,Amopen,,good,
1060,Amopenixin,,good,ChEBI (DrugBank)
1060,Amoxibiotic,,good,
1060,AMPC,,good,ChEBI (DrugBank)
1060,Apo-Amoxi,,good,
1060,Clamoxyl,,good,ChEBI (ChemIDplus)
1060,Efpenix,,good,
1060,Flemoxin,,good,
1060,Hiconcil,,good,
1060,Ibiamox,,good,
1060,Imacillin,,good,
1060,Larotid,Roche,good,
1060,Moxacin,,good,
1060,Moxal,,good,ChEBI (DrugBank)
1060,Ospamox,,good,
1060,Pamoxicillin,,good,
1060,Polymox,,good,
1060,Trimox,,good,
1060,Wymox,,good,
1061,Azlin,,good,
1061,Securopen,,good,
1062,Lenditro,,good,
1062,Lyrinel XL,,good,
1063,Tindal,Schering,good,
1064,Proternol L,Kowa Souyaku,good,
1064,Saventrine,Pharmax,good,
